,COUNTY_NAME,datetime,Humidity,Pressure,Temperature,Wind_direction,Wind_speed
740,Las Vegas,2013-6-1,10.05555556,1010.3181818181821,303.3990625,141.5,3.583333333333333
743,San Diego,2013-11-25,65.875,1022.125,284.8033541666667,277.5416666666667,1.125
744,San Diego,2013-2-17,22.875,1020.0416666666665,291.29291666666666,105.83333333333331,1.2083333333333333
745,San Diego,2013-3-4,39.0,1019.375,289.4897916666667,80.41666666666667,0.8333333333333334
747,San Diego,2013-11-23,70.54166667,1014.4166666666665,287.2218541666666,239.45833333333331,1.875
748,San Diego,2013-12-22,54.375,1029.375,284.0690208333333,149.875,0.7083333333333334
751,Los Angeles,2013-8-2,76.5,1015.5416666666665,291.47541666666666,170.875,0.5416666666666666
752,San Diego,2013-9-6,67.625,1012.7916666666665,299.6579701374999,262.5,1.5833333333333333
754,San Diego,2013-9-3,76.08333333,1018.8333333333335,297.6108708333333,228.16666666666663,1.3333333333333333
756,San Diego,2013-4-21,32.23809524,1016.0833333333335,290.81297916666665,114.29166666666669,1.9166666666666667
759,San Diego,2013-4-27,66.21739129999999,1020.217391304348,289.3325000000001,197.66666666666663,2.9166666666666665
762,San Diego,2013-4-16,85.66666667,1012.375,285.8654166666667,181.625,2.875
763,San Diego,2013-5-9,67.76470588,1019.1764705882354,288.98708333333326,171.875,1.625
764,San Diego,2013-3-17,80.58333333,1016.2916666666665,286.40177083333333,162.625,1.375
766,Los Angeles,2013-10-19,50.66666667,1010.6666666666665,292.7533055541667,213.95833333333331,0.5833333333333334
770,San Diego,2013-6-7,78.75,1013.2083333333335,290.7975,228.375,1.5
771,San Diego,2013-5-1,68.0,1011.65,288.91770833333334,173.91666666666663,2.083333333333333
773,San Diego,2013-3-22,81.375,1014.7083333333335,287.58958333333334,148.125,1.8333333333333333
774,San Diego,2013-7-4,71.75,1003.2083333333335,295.86652083333325,263.5,1.8333333333333333
777,San Diego,2013-5-17,64.27777778,1015.8421052631579,290.1302083333333,182.875,2.0416666666666665
778,San Diego,2013-2-9,62.20833333,1017.6666666666665,284.54624999999993,252.5,3.6666666666666665
783,San Diego,2013-5-22,73.66666667,1013.0952380952381,291.6429166666666,182.04166666666663,1.25
784,San Diego,2013-5-16,68.56521739,1016.5652173913044,290.61875,205.04166666666663,2.083333333333333
785,San Diego,2013-9-22,71.0,1013.5833333333335,291.47103541666667,224.04166666666663,2.708333333333333
791,San Diego,2013-8-15,79.125,1012.0,292.16985416666665,264.8333333333333,1.25
794,San Diego,2013-6-14,75.95833333,1015.2916666666665,291.26452083333334,205.70833333333331,1.1666666666666667
795,San Diego,2013-4-20,22.79166667,1020.5,290.46791666666667,168.75,2.7916666666666665
796,San Diego,2013-9-30,58.70833333,1019.25,292.0472361125,163.79166666666666,1.125
798,San Diego,2013-12-29,54.0,1026.3333333333333,285.73375,157.45833333333334,0.625
801,San Diego,2013-1-19,43.22727273,1019.4583333333335,288.07958333333335,88.75,0.9583333333333334
802,San Diego,2013-12-15,34.375,1022.7916666666665,285.49124999999987,252.41666666666663,1.2916666666666667
811,Phoenix,2013-7-10,32.20833333,1011.875,309.33375000000007,188.5,1.0416666666666667
825,New York,2013-4-27,36.217391299999996,1026.4166666666667,285.9600000000001,192.91666666666663,2.958333333333333
827,New York,2013-5-2,44.59090909,1029.2608695652175,285.54,75.375,3.083333333333333
829,New York,2013-4-27,36.217391299999996,1026.4166666666667,285.9600000000001,192.91666666666663,2.958333333333333
830,New York,2013-4-5,38.45833333,1025.4166666666667,277.6358333333334,214.58333333333331,4.791666666666667
831,New York,2013-3-27,63.4375,1004.9565217391304,278.3310208333334,239.16666666666663,2.1666666666666665
832,New York,2013-4-9,63.86956522,1016.75,286.9879166666667,148.66666666666666,2.9166666666666665
833,New York,2013-4-29,37.04545455,1025.25,286.9941666666666,147.91666666666666,3.4166666666666665
834,New York,2013-4-29,37.04545455,1025.25,286.9941666666666,147.91666666666666,3.4166666666666665
835,New York,2013-6-1,71.27777778,1018.2083333333335,300.68541666666664,139.375,1.2916666666666667
836,New York,2013-5-1,56.79166667,1024.5416666666667,286.8797916666667,100.20833333333331,3.8333333333333335
838,New York,2013-3-1,62.47826087,1002.125,279.57395833333334,227.70833333333331,2.875
839,New York,2013-1-22,45.4,1020.1304347826087,272.11625,265.8333333333333,3.5416666666666665
840,New York,2013-4-4,30.0,1019.5416666666665,276.855,292.875,6.625
842,New York,2013-4-12,77.79166667,1012.5833333333335,286.8687500000001,127.29166666666669,3.0416666666666665
844,New York,2013-5-5,59.30434783,1026.4782608695652,285.27833333333336,139.95833333333334,3.2916666666666665
848,New York,2013-1-2,53.70833333,1012.1666666666665,276.35208333333327,268.75,6.416666666666668
850,New York,2013-6-15,81.125,1004.3478260869563,289.1475,200.0,2.7916666666666665
851,New York,2013-6-16,70.20833333,1013.2083333333335,294.1487499999999,245.5,1.4166666666666667
854,New York,2013-1-7,56.625,1020.125,275.76375,223.75,3.0416666666666665
855,New York,2013-1-8,51.70833333,1022.4166666666665,277.34747222083337,262.25,4.583333333333333
858,New York,2013-5-9,84.375,1017.75,289.4979166666667,78.33333333333333,4.166666666666667
859,Saint Louis,2013-3-22,55.15384615,1018.7083333333335,271.03208333333333,259.7916666666667,1.7916666666666667
862,Pittsburgh,2013-4-8,30.08695652,1014.1666666666665,288.11916666666656,185.0,5.0
888,Charlotte,2013-11-10,63.0,1020.0,285.0966666666667,269.8333333333333,0.7916666666666666
890,Charlotte,2013-10-29,81.70833333,1038.5,285.97352083333334,168.375,1.0
966,Charlotte,2013-5-15,45.52173913,1022.5416666666665,287.91020833333334,175.16666666666663,2.0416666666666665
967,Charlotte,2013-5-15,45.52173913,1022.5416666666665,287.91020833333334,175.16666666666663,2.0416666666666665
968,Charlotte,2013-5-15,45.52173913,1022.5416666666665,287.91020833333334,175.16666666666663,2.0416666666666665
972,Dallas,2013-3-2,43.16666667,1024.0,280.3314583333334,298.75,2.875
977,Houston,2013-8-5,70.54166667,1016.625,303.09602083333334,170.16666666666666,2.208333333333333
995,Phoenix,2013-1-23,24.5,1011.2916666666665,289.60520833333334,91.20833333333331,1.0416666666666667
996,Phoenix,2013-4-22,18.13636364,1012.125,297.30000000000007,205.66666666666663,0.7916666666666666
997,Phoenix,2013-4-23,16.26086957,1012.75,297.93041666666664,82.08333333333333,1.25
998,Phoenix,2013-5-14,20.09090909,1015.0,302.7808333333333,197.29166666666663,0.9583333333333334
999,Phoenix,2013-5-30,23.0,1000.375,301.7479166666667,208.375,1.5416666666666667
1000,Phoenix,2013-6-2,23.94444444,1003.875,305.5587500000001,219.0,0.16666666666666666
1001,Phoenix,2013-6-5,16.47619048,1005.1818181818179,305.0975,201.875,0.75
1002,Phoenix,2013-6-22,14.33333333,1010.8333333333335,304.51306041666663,191.79166666666663,1.5
1003,Phoenix,2013-6-27,14.95833333,1012.25,305.465625,224.33333333333331,0.875
1004,Phoenix,2013-9-27,26.79166667,1006.875,298.21958333333333,224.625,1.25
1005,Phoenix,2013-10-7,25.04166667,1006.0833333333335,296.72610416666663,187.625,0.9583333333333334
1006,Phoenix,2013-11-20,52.16666667,996.0,290.31416666666667,325.0,1.0
1007,Phoenix,2013-12-10,28.45833333,1011.3333333333335,280.35520833333334,294.1666666666667,1.0
1008,San Antonio,2013-2-19,59.83333333,1014.3333333333335,291.94666666666666,201.25,4.958333333333333
1009,San Antonio,2013-2-25,52.68421053,1011.5833333333335,286.1530694458333,98.20833333333331,2.458333333333333
1010,Houston,2013-2-22,86.29166667,1007.7083333333335,292.0587500000001,151.41666666666666,5.25
1011,San Antonio,2013-2-25,52.68421053,1011.5833333333335,286.1530694458333,98.20833333333331,2.458333333333333
1012,San Antonio,2013-7-22,67.5,993.5416666666665,301.24791666666675,171.625,2.1666666666666665
1013,San Antonio,2013-7-11,66.79166667,984.375,301.98541666666665,168.83333333333334,1.9166666666666667
1014,Dallas,2013-7-4,45.5,1011.7916666666665,299.286,27.83333333333333,1.9583333333333333
1015,Dallas,2013-7-3,47.70833333,1012.9583333333335,298.739625,83.20833333333333,3.1666666666666665
1016,Dallas,2013-7-3,47.70833333,1012.9583333333335,298.739625,83.20833333333333,3.1666666666666665
1017,Dallas,2013-6-9,60.66666667,1011.0416666666665,297.1375,108.54166666666669,1.625
1018,Dallas,2013-7-8,52.83333333,1006.5833333333335,303.9050000000001,138.08333333333334,3.333333333333333
1019,San Antonio,2013-5-22,70.04166667,1009.5,300.12916666666666,169.16666666666666,4.041666666666667
1020,Houston,2013-6-25,61.66666667,1014.0416666666665,302.44666666666666,221.16666666666663,2.708333333333333
1021,Houston,2013-7-8,68.29166667,1011.75,301.62208333333336,151.29166666666666,2.7916666666666665
1022,Houston,2013-7-8,68.29166667,1011.75,301.62208333333336,151.29166666666666,2.7916666666666665
1023,Dallas,2013-12-24,69.5,1030.9583333333333,275.1025,171.16666666666666,1.9166666666666667
1024,Houston,2013-10-24,60.25,1025.375,292.47717291666663,147.375,1.5416666666666667
1025,San Antonio,2013-3-4,41.83333333,1022.6666666666665,285.258125,138.75,2.833333333333333
1026,Dallas,2013-12-11,77.41666667,1028.9166666666667,273.5397916666668,166.5,1.4583333333333333
1074,Phoenix,2014-6-10,19.0,998.4166666666665,305.86331545,198.79166666666663,1.25
1075,Phoenix,2014-4-7,15.83333333,1016.3333333333335,295.42958333333337,153.75,3.9583333333333335
1077,Phoenix,2014-3-14,27.10526316,1012.5,293.11916666666673,210.0,1.75
1078,Phoenix,2014-6-15,15.20833333,1008.9583333333335,302.50199673333327,187.83333333333331,1.625
1080,Phoenix,2014-6-30,30.91666667,1011.375,305.1536649041667,229.95833333333331,1.7083333333333333
1081,Phoenix,2014-6-17,19.75,1018.375,301.5126384833333,195.75,2.5416666666666665
1082,Phoenix,2014-6-17,19.75,1018.375,301.5126384833333,195.75,2.5416666666666665
1084,Phoenix,2014-7-5,40.41666667,984.625,305.45573191666665,191.66666666666663,1.7083333333333333
1085,Phoenix,2014-7-5,40.41666667,984.625,305.45573191666665,191.66666666666663,1.7083333333333333
1086,Phoenix,2014-7-27,38.58333333,1013.4166666666665,306.4691316583333,147.95833333333334,2.375
1087,Phoenix,2014-8-8,33.5,1019.0833333333335,303.9826802333334,192.58333333333331,1.375
1088,Phoenix,2014-8-29,29.33333333,1020.875,303.0799375,193.58333333333331,1.0
1089,Phoenix,2014-5-16,21.73913043,1010.625,301.7327916666666,213.83333333333331,1.2916666666666667
1097,Phoenix,2014-4-11,12.9,1012.375,299.37708333333336,70.41666666666667,1.0833333333333333
1099,Phoenix,2014-5-13,18.08333333,1014.0,297.678875,107.75,2.6666666666666665
1101,Phoenix,2014-5-26,19.29166667,1011.4166666666665,303.2899999999999,88.33333333333331,1.7916666666666667
1102,Phoenix,2014-5-30,21.08333333,1010.25,304.96,96.66666666666669,1.9583333333333333
1103,Phoenix,2014-5-25,22.91666667,1010.2083333333335,301.8225,150.375,2.625
1105,Phoenix,2014-7-11,32.16666667,977.375,307.8208435749999,219.75,1.875
1108,Phoenix,2014-8-1,40.45833333,1009.5,305.31734487500006,146.16666666666666,2.583333333333333
1110,Phoenix,2014-11-27,48.04166667,1034.75,284.270875,117.33333333333331,1.1666666666666667
1114,Charlotte,2014-11-10,75.91666667,1031.5,281.80997916666666,124.70833333333331,1.3333333333333333
1128,Phoenix,2014-6-25,17.625,1014.7916666666665,303.24724707916664,199.08333333333331,1.5416666666666667
1129,Phoenix,2014-7-11,32.16666667,977.375,307.8208435749999,219.75,1.875
1443,Charlotte,2014-3-1,42.85714286,1025.0416666666667,277.95208333333335,100.0,2.083333333333333
1444,Pittsburgh,2014-3-10,48.17391304,1010.1666666666665,278.84375,217.5,4.708333333333333
1445,Phoenix,2014-3-12,23.125,1015.2083333333335,291.5654166666667,96.25,1.2916666666666667
1446,New York,2014-6-18,58.95833333,1010.0416666666665,301.51458333333335,247.70833333333331,1.6666666666666667
1447,New York,2014-5-6,38.54166667,1013.2916666666665,287.87825170833327,307.2916666666667,1.1666666666666667
1448,Phoenix,2014-4-10,13.15,1014.2916666666665,298.81,72.08333333333333,1.25
1449,Phoenix,2014-4-10,13.15,1014.2916666666665,298.81,72.08333333333333,1.25
1450,New York,2014-8-19,57.54166667,1011.9166666666665,294.43916666666667,58.75,2.9166666666666665
1451,Jacksonville,2014-4-11,58.29166667,1024.5833333333333,292.80291666666665,120.83333333333331,2.625
1452,Phoenix,2014-4-12,12.68181818,1008.25,298.83458333333334,111.25,2.083333333333333
1453,New York,2014-3-25,36.45833333,1019.4166666666665,271.6145833333333,150.83333333333334,2.6666666666666665
1454,Miami,2014-4-14,77.5,1015.2083333333335,299.13208333333336,127.5,4.166666666666667
1455,New York,2014-8-9,45.70833333,1018.6666666666665,295.05250000000007,170.125,2.083333333333333
1456,Phoenix,2014-4-16,15.82608696,1007.8333333333335,295.98250000000013,60.0,1.25
1457,New York,2014-4-2,75.82608696,1019.0833333333335,280.00175,88.75,1.1666666666666667
1458,New York,2014-4-8,78.58333333,1000.6666666666665,284.24083333333334,150.0,4.75
1459,New York,2014-9-6,77.75,1014.125,298.95958333333334,206.16666666666663,3.25
1460,Miami,2014-4-18,76.33333333,1017.4583333333335,298.8495833333333,113.33333333333331,5.25
1461,New York,2014-4-22,63.45833333,1007.0416666666665,286.52875000000006,198.75,3.25
1462,New York,2014-3-7,59.79166667,1027.25,271.33166666666665,50.83333333333334,4.083333333333333
1463,San Antonio,2014-4-27,66.04545455,1003.25,300.0362500000001,173.33333333333337,3.5
1464,Miami,2014-4-29,75.125,1018.5833333333335,300.5700625,128.33333333333334,4.375
1465,Houston,2014-5-3,43.75,1029.5,294.35016666666667,229.25,3.375
1466,New York,2014-8-13,78.33333333,1007.375,296.0891666666667,171.25,4.5
1467,Phoenix,2014-5-8,32.66666667,1010.875,294.09833333333336,229.0,1.375
1468,New York,2014-3-6,44.08695652,1033.7916666666667,268.50125,52.91666666666666,5.041666666666667
1469,New York,2014-3-25,36.45833333,1019.4166666666665,271.6145833333333,150.83333333333334,2.6666666666666665
1470,Phoenix,2014-5-12,20.41666667,1009.0416666666665,295.9965416666667,177.75,2.2916666666666665
1471,New York,2014-7-25,51.33333333,1014.2083333333335,296.12422036666675,197.70833333333331,2.958333333333333
1472,Miami,2014-5-11,68.375,1018.1666666666665,300.38666666666666,109.08333333333331,3.1666666666666665
1473,Phoenix,2014-5-18,16.91666667,1006.0,303.015,198.70833333333331,1.3333333333333333
1474,Phoenix,2014-5-19,17.91304348,1006.0,302.73333333333335,194.125,1.625
1475,New York,2014-8-9,45.70833333,1018.6666666666665,295.05250000000007,170.125,2.083333333333333
1476,Phoenix,2014-5-24,26.45833333,1001.9583333333335,298.51,207.75,1.7916666666666667
1477,Phoenix,2014-5-25,22.91666667,1010.2083333333335,301.8225,150.375,2.625
1478,New York,2014-2-28,32.83333333,1024.25,264.16875,252.91666666666663,4.75
1479,New York,2014-4-11,41.0,1016.0,288.31,218.33333333333331,4.583333333333333
1480,Phoenix,2014-5-28,14.38095238,1010.0833333333335,305.6820833333333,115.83333333333331,1.6666666666666667
1481,Phoenix,2014-5-29,14.31818182,1009.875,305.17,120.83333333333331,2.7916666666666665
1482,New York,2014-5-19,48.625,1019.7916666666665,288.07749999999993,297.8333333333333,2.583333333333333
1483,Phoenix,2014-6-7,16.125,1003.9583333333335,304.57,236.125,1.25
1484,New York,2014-8-9,45.70833333,1018.6666666666665,295.05250000000007,170.125,2.083333333333333
1485,Phoenix,2014-6-10,19.0,998.4166666666665,305.86331545,198.79166666666663,1.25
1486,Phoenix,2014-6-13,27.95833333,1012.8333333333335,306.577425325,184.0,1.8333333333333333
1487,Phoenix,2014-6-13,27.95833333,1012.8333333333335,306.577425325,184.0,1.8333333333333333
1488,New York,2014-8-6,58.0,1012.0,296.75000000000006,285.4166666666667,3.7916666666666665
1489,New York,2014-4-6,39.08333333,1020.5,280.0933333333334,244.16666666666663,4.0
1490,Phoenix,2014-6-20,24.0,1016.0416666666665,303.28294364166663,263.5416666666667,1.2083333333333333
1491,Phoenix,2014-6-21,19.0,1014.375,304.84955225416667,252.04166666666663,1.625
1492,New York,2014-5-17,78.70833333,1012.7083333333335,289.43250000000006,253.70833333333331,1.3333333333333333
1493,Phoenix,2014-6-23,17.54166667,1014.75,303.2611434291667,190.83333333333331,1.5833333333333333
1494,New York,2014-8-28,51.16666667,1012.0,296.49916403333333,298.0833333333333,4.791666666666667
1495,New York,2014-4-26,69.47826087,1007.75,284.4841666666667,164.16666666666666,3.458333333333333
1496,New York,2014-4-22,63.45833333,1007.0416666666665,286.52875000000006,198.75,3.25
1497,Phoenix,2014-7-6,38.58333333,972.9583333333335,306.07208333333324,135.04166666666666,1.6666666666666667
1498,Phoenix,2014-7-19,23.375,1011.1666666666665,307.36625,214.08333333333331,2.25
1499,Phoenix,2014-7-25,32.625,1011.75,309.63140682499994,127.79166666666669,2.0416666666666665
1500,New York,2014-3-10,39.375,1010.75,277.8675,238.75,3.7916666666666665
1501,New York,2014-5-6,38.54166667,1013.2916666666665,287.87825170833327,307.2916666666667,1.1666666666666667
1502,Phoenix,2014-7-30,29.91666667,1017.9583333333335,307.44477385,189.375,1.75
1503,Phoenix,2014-8-7,20.45833333,1016.5,304.17948245,196.20833333333331,1.5833333333333333
1504,New York,2014-2-28,32.83333333,1024.25,264.16875,252.91666666666663,4.75
1505,Phoenix,2014-9-17,76.41666667,1024.0416666666667,297.46352083333335,143.83333333333334,1.9166666666666667
1506,New York,2014-9-7,67.5,1016.7916666666665,294.4360305541666,217.75,3.0416666666666665
1507,Seattle,2014-9-11,48.95833333,1036.9583333333333,289.3522708333333,46.0,3.0
1508,New York,2014-8-24,68.29166667,1020.1666666666665,293.53916666666663,143.16666666666666,2.5
1509,Phoenix,2014-10-7,40.04166667,1025.375,294.66483333333326,166.20833333333334,1.0
1510,New York,2014-7-18,47.91666667,1021.4583333333335,295.1741666666666,212.91666666666663,2.6666666666666665
1511,New York,2014-8-9,45.70833333,1018.6666666666665,295.05250000000007,170.125,2.083333333333333
1512,Pittsburgh,2014-10-27,61.45833333,1029.2083333333333,282.0229166666667,212.70833333333331,1.2916666666666667
1513,Phoenix,2014-11-4,38.79166667,1031.625,285.65933333333334,110.54166666666669,2.208333333333333
1514,New York,2014-6-22,67.25,1012.8333333333335,293.69125,173.95833333333337,0.9166666666666666
1515,San Antonio,2014-1-3,58.91666667,1028.5,276.831875,108.33333333333331,1.2083333333333333
1516,San Antonio,2014-1-13,62.58333333,1015.0833333333335,289.55541666666664,194.16666666666663,1.0833333333333333
1517,San Antonio,2014-1-13,62.58333333,1015.0833333333335,289.55541666666664,194.16666666666663,1.0833333333333333
1518,San Antonio,2014-1-17,53.95833333,1010.375,288.0900778499999,133.375,1.375
1519,San Antonio,2014-1-25,67.08333333,1027.4583333333333,276.95458333333335,119.70833333333331,1.0
1520,San Antonio,2014-3-19,40.73913043,1015.2916666666665,291.3091666666666,91.25,4.0
1521,San Antonio,2014-5-9,79.58333333,1012.125,297.15291666666667,137.875,3.458333333333333
1522,San Antonio,2014-5-18,66.125,1016.5416666666665,295.95208333333335,135.83333333333334,4.041666666666667
1523,San Antonio,2014-5-28,73.375,1013.4166666666665,297.9000000000001,150.0,2.2916666666666665
1524,San Antonio,2014-6-9,77.16666667,1009.9583333333335,299.38931900833336,158.75,4.583333333333333
1525,San Antonio,2014-6-11,65.125,1014.5416666666665,300.0679719291666,127.75,1.7083333333333333
1526,San Antonio,2014-6-16,71.41666667,1022.0,301.10596750416664,149.625,4.625
1527,San Antonio,2014-6-30,64.58333333,1025.125,302.36130108333333,160.83333333333334,5.916666666666668
1528,San Antonio,2014-7-3,54.33333333,1021.3333333333335,302.03381918749994,145.79166666666666,2.208333333333333
1529,San Antonio,2014-2-20,71.52173913,1009.1666666666665,294.6829166666667,197.08333333333331,4.166666666666667
1530,San Antonio,2014-2-20,71.52173913,1009.1666666666665,294.6829166666667,197.08333333333331,4.166666666666667
1531,San Antonio,2014-3-5,68.08333333,1016.4583333333335,281.2294583333333,129.29166666666666,1.625
1532,San Antonio,2014-3-11,78.29166667,1010.7083333333335,289.12833333333333,207.08333333333331,2.75
1533,San Antonio,2014-8-20,62.08333333,1024.875,303.1442083333333,155.25,5.25
1534,Dallas,2014-1-6,51.70833333,1035.25,267.89833333333326,211.625,1.5833333333333333
1535,Dallas,2014-1-6,51.70833333,1035.25,267.89833333333326,211.625,1.5833333333333333
1536,Dallas,2014-1-31,68.625,1007.0833333333335,287.9379166666667,73.79166666666667,0.16666666666666666
1537,Dallas,2014-2-13,60.05263158,1016.5416666666665,279.68125000000003,106.25,1.4166666666666667
1538,Dallas,2014-3-10,56.375,1019.4166666666665,286.915,120.83333333333331,1.9166666666666667
1539,Dallas,2014-3-20,45.72727273,1022.0,285.8858333333334,121.25,1.375
1540,Dallas,2014-8-21,60.04166667,1027.2083333333333,304.1229375000001,181.625,5.958333333333332
1541,Dallas,2014-9-22,54.625,1032.6666666666667,298.87379166666665,57.41666666666666,4.166666666666667
1542,Dallas,2014-9-25,60.66666667,1033.4583333333333,294.8650625,100.25,2.0
1543,Dallas,2014-10-14,79.45833333,1028.8333333333333,288.016125,312.0833333333333,6.666666666666668
1544,Dallas,2014-1-2,55.45833333,1024.125,277.1884375,273.6666666666667,1.875
1545,Dallas,2014-1-6,51.70833333,1035.25,267.89833333333326,211.625,1.5833333333333333
1546,Dallas,2014-7-22,60.91666667,1016.7916666666665,303.03208333333333,117.91666666666669,3.125
1547,Dallas,2014-9-30,76.91666667,1024.1666666666667,297.2179375,117.375,2.2916666666666665
1548,Dallas,2014-10-1,76.33333333,1020.8333333333335,299.2672708333334,155.625,4.25
1549,Dallas,2014-10-1,76.33333333,1020.8333333333335,299.2672708333334,155.625,4.25
1550,Dallas,2014-10-1,76.33333333,1020.8333333333335,299.2672708333334,155.625,4.25
1551,Dallas,2014-10-1,76.33333333,1020.8333333333335,299.2672708333334,155.625,4.25
1552,Dallas,2014-10-1,76.33333333,1020.8333333333335,299.2672708333334,155.625,4.25
1553,Dallas,2014-10-1,76.33333333,1020.8333333333335,299.2672708333334,155.625,4.25
1554,Dallas,2014-10-1,76.33333333,1020.8333333333335,299.2672708333334,155.625,4.25
1555,Dallas,2014-10-2,65.875,1020.9166666666665,301.2560416666667,191.66666666666663,5.541666666666668
1556,Dallas,2014-10-2,65.875,1020.9166666666665,301.2560416666667,191.66666666666663,5.541666666666668
1557,Dallas,2014-10-2,65.875,1020.9166666666665,301.2560416666667,191.66666666666663,5.541666666666668
1558,Dallas,2014-10-2,65.875,1020.9166666666665,301.2560416666667,191.66666666666663,5.541666666666668
1559,Dallas,2014-10-2,65.875,1020.9166666666665,301.2560416666667,191.66666666666663,5.541666666666668
1560,Dallas,2014-10-2,65.875,1020.9166666666665,301.2560416666667,191.66666666666663,5.541666666666668
1561,Dallas,2014-10-2,65.875,1020.9166666666665,301.2560416666667,191.66666666666663,5.541666666666668
1562,Dallas,2014-10-3,64.45833333,1030.0,294.1100625,314.4583333333333,5.333333333333333
1563,Dallas,2014-10-3,64.45833333,1030.0,294.1100625,314.4583333333333,5.333333333333333
1564,Dallas,2014-10-4,59.16666667,1035.125,289.98897916666664,102.45833333333331,2.875
1565,Dallas,2014-10-4,59.16666667,1035.125,289.98897916666664,102.45833333333331,2.875
1566,Dallas,2014-10-4,59.16666667,1035.125,289.98897916666664,102.45833333333331,2.875
1567,Dallas,2014-10-4,59.16666667,1035.125,289.98897916666664,102.45833333333331,2.875
1568,Dallas,2014-10-4,59.16666667,1035.125,289.98897916666664,102.45833333333331,2.875
1569,Dallas,2014-10-5,56.70833333,1026.625,293.2975208333333,187.83333333333331,4.666666666666667
1570,Dallas,2014-10-5,56.70833333,1026.625,293.2975208333333,187.83333333333331,4.666666666666667
1571,Dallas,2014-10-5,56.70833333,1026.625,293.2975208333333,187.83333333333331,4.666666666666667
1572,Dallas,2014-10-6,77.91666667,1023.9583333333335,296.2354375000001,169.29166666666666,3.9583333333333335
1573,Dallas,2014-10-6,77.91666667,1023.9583333333335,296.2354375000001,169.29166666666666,3.9583333333333335
1574,Dallas,2014-10-6,77.91666667,1023.9583333333335,296.2354375000001,169.29166666666666,3.9583333333333335
1575,Dallas,2014-10-7,78.79166667,1024.125,297.39620833333333,189.58333333333331,5.041666666666667
1576,Dallas,2014-10-7,78.79166667,1024.125,297.39620833333333,189.58333333333331,5.041666666666667
1577,Dallas,2014-10-7,78.79166667,1024.125,297.39620833333333,189.58333333333331,5.041666666666667
1578,Dallas,2014-10-7,78.79166667,1024.125,297.39620833333333,189.58333333333331,5.041666666666667
1579,Dallas,2014-10-20,69.83333333,1030.625,291.5925000000001,122.95833333333331,1.75
1580,Dallas,2014-10-20,69.83333333,1030.625,291.5925000000001,122.95833333333331,1.75
1581,Dallas,2014-10-21,71.5,1030.125,292.63756249999994,122.70833333333331,1.75
1582,Dallas,2014-10-22,71.66666667,1031.5416666666667,293.18577083333327,112.41666666666669,2.083333333333333
1583,Dallas,2014-10-22,71.66666667,1031.5416666666667,293.18577083333327,112.41666666666669,2.083333333333333
1584,Dallas,2014-10-22,71.66666667,1031.5416666666667,293.18577083333327,112.41666666666669,2.083333333333333
1585,Dallas,2014-10-24,71.70833333,1032.75,293.29783333333336,159.33333333333334,2.625
1586,Dallas,2014-10-25,70.0,1031.7916666666667,295.4801875,197.75,3.1666666666666665
1587,Dallas,2014-10-25,70.0,1031.7916666666667,295.4801875,197.75,3.1666666666666665
1588,Dallas,2014-10-25,70.0,1031.7916666666667,295.4801875,197.75,3.1666666666666665
1589,Dallas,2014-10-25,70.0,1031.7916666666667,295.4801875,197.75,3.1666666666666665
1590,Dallas,2014-10-26,65.58333333,1028.4583333333333,296.0745833333333,195.04166666666663,4.083333333333333
1591,Dallas,2014-10-27,58.79166667,1023.7083333333335,296.1140625,190.375,7.0
1592,Dallas,2014-10-28,69.58333333,1025.9583333333333,296.39224999999993,121.25,4.5
1593,Dallas,2014-10-28,69.58333333,1025.9583333333333,296.39224999999993,121.25,4.5
1594,Dallas,2014-10-28,69.58333333,1025.9583333333333,296.39224999999993,121.25,4.5
1595,Dallas,2014-10-30,68.79166667,1033.0,289.1521041666666,132.625,2.333333333333333
1596,Dallas,2014-10-30,68.79166667,1033.0,289.1521041666666,132.625,2.333333333333333
1597,Dallas,2014-10-30,68.79166667,1033.0,289.1521041666666,132.625,2.333333333333333
1598,Dallas,2014-10-30,68.79166667,1033.0,289.1521041666666,132.625,2.333333333333333
1599,Dallas,2014-10-31,61.91666667,1036.6666666666667,288.26141666666666,144.66666666666666,5.583333333333332
1600,Dallas,2014-10-31,61.91666667,1036.6666666666667,288.26141666666666,144.66666666666666,5.583333333333332
1601,Dallas,2014-11-1,63.45833333,1042.125,282.45222916666665,71.54166666666667,4.166666666666667
1602,Dallas,2014-11-1,63.45833333,1042.125,282.45222916666665,71.54166666666667,4.166666666666667
1603,Dallas,2014-11-2,63.0,1039.5833333333333,283.7908541666667,147.70833333333334,4.625
1604,Dallas,2014-11-3,71.04166667,1034.5416666666667,289.78164583333336,164.625,6.291666666666668
1605,Dallas,2014-11-5,98.125,1036.1666666666667,286.34985416666666,23.70833333333333,3.625
1606,Dallas,2014-11-8,74.41666667,1031.875,284.99270833333327,160.91666666666666,4.5
1607,Dallas,2014-11-9,70.79166667,1032.5833333333333,283.3419791666667,238.79166666666663,2.9166666666666665
1608,Dallas,2014-11-9,70.79166667,1032.5833333333333,283.3419791666667,238.79166666666663,2.9166666666666665
1609,Dallas,2014-11-9,70.79166667,1032.5833333333333,283.3419791666667,238.79166666666663,2.9166666666666665
1610,Dallas,2014-11-10,57.875,1021.7916666666665,289.47560416666664,195.04166666666663,7.625
