,STATE,COUNTY_NAME,datetime,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,humidity
1781,AZ,Phoenix,2014-2-1,13,Missing/Undefined,32.0,A,33.3946,-112.2927,48.125
1782,AZ,Phoenix,2014-2-1,13,Missing/Undefined,32.0,A,33.5713,-112.056,48.125
1783,AZ,Phoenix,2014-2-2,13,Missing/Undefined,33.0,A,33.3981,-111.9824,37.0
1784,AZ,Phoenix,2014-2-2,13,Missing/Undefined,33.0,A,33.2555,-111.789,37.0
1785,AZ,Phoenix,2014-2-2,13,Missing/Undefined,33.0,A,33.422,-112.2464,37.0
1786,AZ,Phoenix,2014-2-2,13,Missing/Undefined,33.0,A,33.5143,-112.1439,37.0
1787,AZ,Phoenix,2014-2-3,13,Missing/Undefined,34.0,A,33.4471,-112.0818,32.41666667
1788,AZ,Phoenix,2014-2-3,13,Missing/Undefined,34.0,A,33.4229,-112.29299999999999,32.41666667
1789,AZ,Phoenix,2014-2-3,13,Missing/Undefined,34.0,A,33.403,-111.8867,32.41666667
1790,AZ,Phoenix,2014-2-3,13,Missing/Undefined,34.0,A,33.5142,-112.1428,32.41666667
1791,AZ,Phoenix,2014-2-3,13,Missing/Undefined,34.0,A,33.5774,-112.1978,32.41666667
1792,AZ,Phoenix,2014-2-3,13,Missing/Undefined,34.0,A,33.4324,-112.0825,32.41666667
1793,AZ,Phoenix,2014-2-3,13,Missing/Undefined,34.0,A,33.6037,-112.0989,32.41666667
1794,AZ,Phoenix,2014-2-3,13,Missing/Undefined,34.0,A,33.6143,-112.3228,32.41666667
1795,AZ,Phoenix,2014-2-3,13,Missing/Undefined,34.0,A,33.5313,-112.0948,32.41666667
1796,AZ,Phoenix,2014-2-4,13,Missing/Undefined,35.0,A,33.5144,-112.1422,42.52631579
1797,AZ,Phoenix,2014-2-5,13,Missing/Undefined,36.0,A,33.4659,-112.1085,48.2
1798,AZ,Phoenix,2014-2-6,13,Missing/Undefined,37.0,A,33.5239,-112.2124,53.0952381
1799,AZ,Phoenix,2014-2-6,13,Missing/Undefined,37.0,A,33.6132,-112.3931,53.0952381
1800,AZ,Phoenix,2014-2-8,13,Missing/Undefined,39.0,A,33.6925,-112.2284,50.08333333
1801,AZ,Phoenix,2014-2-9,13,Missing/Undefined,40.0,A,33.4543,-112.0335,44.66666667
1802,AZ,Phoenix,2014-2-9,13,Missing/Undefined,40.0,A,33.536,-112.1377,44.66666667
1803,AZ,Phoenix,2014-2-10,13,Missing/Undefined,41.0,A,33.5819,-112.1214,44.54166667
1804,AZ,Phoenix,2014-2-11,13,Missing/Undefined,42.0,A,33.3941,-111.9129,41.94736842
1805,AZ,Phoenix,2014-2-12,13,Missing/Undefined,43.0,A,33.4512,-112.1071,31.23076923
1806,AZ,Phoenix,2014-2-12,13,Missing/Undefined,43.0,A,33.5396,-112.1531,31.23076923
1807,AZ,Phoenix,2014-2-12,13,Missing/Undefined,43.0,A,33.6528,-112.2022,31.23076923
1808,AZ,Phoenix,2014-2-13,13,Missing/Undefined,44.0,A,33.2958,-111.845,26.42105263
1809,AZ,Phoenix,2014-2-14,13,Missing/Undefined,45.0,A,33.4544,-112.0405,26.53333333
1810,AZ,Phoenix,2014-2-14,13,Missing/Undefined,45.0,A,33.6164,-112.3585,26.53333333
1811,AZ,Phoenix,2014-2-14,13,Missing/Undefined,45.0,A,33.3704,-112.0778,26.53333333
1812,AZ,Phoenix,2014-2-14,13,Missing/Undefined,45.0,A,33.6574,-112.0871,26.53333333
1813,AZ,Phoenix,2014-2-14,13,Missing/Undefined,45.0,A,33.2477,-111.796,26.53333333
1814,AZ,Phoenix,2014-2-14,13,Missing/Undefined,45.0,A,33.4977,-112.1044,26.53333333
1815,AZ,Phoenix,2014-2-15,13,Missing/Undefined,46.0,A,33.5617,-112.1422,32.61904762
1816,AZ,Phoenix,2014-2-15,13,Missing/Undefined,46.0,A,33.5313,-112.0989,32.61904762
1817,AZ,Phoenix,2014-2-15,13,Missing/Undefined,46.0,A,33.4511,-112.0473,32.61904762
1818,AZ,Phoenix,2014-2-15,13,Missing/Undefined,46.0,A,33.537,-112.2103,32.61904762
1819,AZ,Phoenix,2014-2-15,13,Missing/Undefined,46.0,A,33.5243,-112.0954,32.61904762
1820,AZ,Phoenix,2014-2-15,13,Missing/Undefined,46.0,A,33.5678,-112.1331,32.61904762
1821,AZ,Phoenix,2014-2-16,13,Missing/Undefined,47.0,A,33.5877,-112.1176,29.52631579
1822,AZ,Phoenix,2014-2-16,13,Missing/Undefined,47.0,A,33.4502,-112.1222,29.52631579
1823,AZ,Phoenix,2014-2-16,13,Missing/Undefined,47.0,A,33.6449,-112.0373,29.52631579
1824,AZ,Phoenix,2014-2-16,13,Missing/Undefined,47.0,A,33.584,-111.8287,29.52631579
1825,AZ,Phoenix,2014-2-17,13,Missing/Undefined,48.0,A,33.4798,-112.2371,29.82352941
1826,AZ,Phoenix,2014-2-17,13,Missing/Undefined,48.0,A,33.5186,-112.1039,29.82352941
1827,AZ,Phoenix,2014-2-17,13,Missing/Undefined,48.0,A,33.5369,-112.0957,29.82352941
1828,AZ,Phoenix,2014-2-17,13,Missing/Undefined,48.0,A,33.316,-111.912,29.82352941
1829,AZ,Phoenix,2014-2-17,13,Missing/Undefined,48.0,A,33.4402,-112.1231,29.82352941
1830,AZ,Phoenix,2014-2-18,13,Missing/Undefined,49.0,A,33.3972,-111.9787,22.44444444
1831,AZ,Phoenix,2014-2-18,13,Missing/Undefined,49.0,A,33.6675,-112.1064,22.44444444
1832,AZ,Phoenix,2014-2-18,13,Missing/Undefined,49.0,A,33.6999,-112.113,22.44444444
1833,AZ,Phoenix,2014-2-18,13,Missing/Undefined,49.0,A,33.4213,-112.521,22.44444444
1834,AZ,Phoenix,2014-2-18,13,Missing/Undefined,49.0,A,33.3173,-111.85,22.44444444
1835,AZ,Phoenix,2014-2-18,13,Missing/Undefined,49.0,A,33.3186,-111.851,22.44444444
1836,AZ,Phoenix,2014-2-18,13,Missing/Undefined,49.0,A,33.3769,-112.0782,22.44444444
1837,AZ,Phoenix,2014-2-18,13,Missing/Undefined,49.0,A,33.6838,-112.1119,22.44444444
1838,AZ,Phoenix,2014-2-18,13,Missing/Undefined,49.0,A,33.5108,-112.1378,22.44444444
1839,AZ,Phoenix,2014-2-18,13,Missing/Undefined,49.0,A,33.3742,-112.1037,22.44444444
1840,AZ,Phoenix,2014-2-18,13,Missing/Undefined,49.0,A,33.691,-112.1142,22.44444444
1841,AZ,Phoenix,2014-2-19,13,Missing/Undefined,50.0,A,33.5605,-112.0646,35.21052632
1842,AZ,Phoenix,2014-2-19,13,Missing/Undefined,50.0,A,33.5143,-112.1458,35.21052632
1843,AZ,Phoenix,2014-2-20,13,Missing/Undefined,51.0,A,33.4552,-112.1371,18.54166667
1844,AZ,Phoenix,2014-2-20,13,Missing/Undefined,51.0,A,33.4841,-112.1156,18.54166667
1845,AZ,Phoenix,2014-2-21,13,Missing/Undefined,52.0,A,33.6403,-112.0648,19.73913043
1846,AZ,Phoenix,2014-2-21,13,Missing/Undefined,52.0,A,33.6429,-112.0821,19.73913043
1847,AZ,Phoenix,2014-2-21,13,Missing/Undefined,52.0,A,33.372,-112.0771,19.73913043
1848,AZ,Phoenix,2014-2-21,13,Missing/Undefined,52.0,A,33.5875,-112.3782,19.73913043
1849,AZ,Phoenix,2014-2-21,13,Missing/Undefined,52.0,A,33.5318,-112.1899,19.73913043
1850,AZ,Phoenix,2014-2-21,13,Missing/Undefined,52.0,A,33.8357,-112.137,19.73913043
1851,AZ,Phoenix,2014-2-21,13,Missing/Undefined,52.0,A,33.4792,-112.272,19.73913043
1852,AZ,Phoenix,2014-2-21,13,Missing/Undefined,52.0,A,33.4577,-112.0855,19.73913043
1853,AZ,Phoenix,2014-2-22,13,Missing/Undefined,53.0,A,33.5326,-112.1895,22.5
1854,AZ,Phoenix,2014-2-22,13,Missing/Undefined,53.0,A,33.3847,-112.1476,22.5
1855,AZ,Phoenix,2014-2-22,13,Missing/Undefined,53.0,A,33.2928,-111.837,22.5
1856,AZ,Phoenix,2014-2-22,13,Missing/Undefined,53.0,A,33.4557,-112.0156,22.5
1857,AZ,Phoenix,2014-2-22,13,Missing/Undefined,53.0,A,33.5868,-112.1566,22.5
1858,AZ,Phoenix,2014-2-23,13,Missing/Undefined,54.0,A,33.5054,-112.1341,23.70833333
1859,AZ,Phoenix,2014-2-23,13,Missing/Undefined,54.0,A,33.4666,-112.0278,23.70833333
1860,AZ,Phoenix,2014-2-23,13,Missing/Undefined,54.0,A,33.6115,-111.9772,23.70833333
1861,AZ,Phoenix,2014-2-23,13,Missing/Undefined,54.0,A,33.566,-112.3929,23.70833333
1862,AZ,Phoenix,2014-2-23,13,Missing/Undefined,54.0,A,33.4615,-112.2545,23.70833333
1863,AZ,Phoenix,2014-2-24,13,Missing/Undefined,55.0,A,33.5021,-112.1719,24.70833333
1864,AZ,Phoenix,2014-2-24,13,Missing/Undefined,55.0,A,33.4559,-112.1381,24.70833333
1865,AZ,Phoenix,2014-2-24,13,Missing/Undefined,55.0,A,33.6394,-112.1006,24.70833333
1866,AZ,Phoenix,2014-2-24,13,Missing/Undefined,55.0,A,33.6108,-112.3283,24.70833333
1867,AZ,Phoenix,2014-2-24,13,Missing/Undefined,55.0,A,33.4209,-111.9596,24.70833333
1868,AZ,Phoenix,2014-2-25,13,Missing/Undefined,56.0,A,33.5682,-111.977,25.76923077
1869,AZ,Phoenix,2014-2-25,13,Missing/Undefined,56.0,A,33.553000000000004,-111.975,25.76923077
1870,AZ,Phoenix,2014-2-25,13,Missing/Undefined,56.0,A,33.5422,-112.1489,25.76923077
1871,AZ,Phoenix,2014-2-25,13,Missing/Undefined,56.0,A,33.446999999999996,-112.0994,25.76923077
1872,AZ,Phoenix,2014-2-25,13,Missing/Undefined,56.0,A,33.6016,-112.3277,25.76923077
1873,AZ,Phoenix,2014-2-25,13,Missing/Undefined,56.0,A,33.5137,-112.1457,25.76923077
1874,AZ,Phoenix,2014-2-26,13,Missing/Undefined,57.0,A,33.5167,-112.1206,36.16666667
1875,AZ,Phoenix,2014-2-26,13,Missing/Undefined,57.0,A,33.367,-112.57600000000001,36.16666667
1876,AZ,Phoenix,2014-2-26,13,Missing/Undefined,57.0,A,33.4336,-112.34100000000001,36.16666667
1877,AZ,Phoenix,2014-2-27,13,Missing/Undefined,58.0,A,33.597,-112.12,37.20833333
1878,AZ,Phoenix,2014-2-27,13,Missing/Undefined,58.0,A,33.3521,-111.9579,37.20833333
1879,NC,Charlotte,2014-2-27,13,Missing/Undefined,58.0,A,35.9403,-82.14585,36.82608696
1880,AZ,Phoenix,2014-2-28,13,Missing/Undefined,59.0,A,33.6548,-112.0594,38.29166667
1881,AZ,Phoenix,2014-2-28,13,Missing/Undefined,59.0,A,33.3863,-111.8414,38.29166667
1882,AZ,Phoenix,2014-2-28,13,Missing/Undefined,59.0,A,33.5136,-112.1431,38.29166667
1883,AZ,Phoenix,2014-2-28,13,Missing/Undefined,59.0,A,33.4574,-112.0175,38.29166667
1884,AZ,Phoenix,2014-2-28,13,Missing/Undefined,59.0,A,33.2773,-112.79700000000001,38.29166667
1885,AZ,Phoenix,2014-3-1,13,Missing/Undefined,60.0,A,33.5457,-112.1507,64.95833333
1886,AZ,Phoenix,2014-3-2,13,Missing/Undefined,62.0,A,33.3734,-111.8981,82.91666667
1887,AZ,Phoenix,2014-3-4,13,Missing/Undefined,64.0,A,33.429,-111.956,60.58333333
1888,AZ,Phoenix,2014-3-5,13,Missing/Undefined,65.0,A,33.4568,-112.04700000000001,52.375
1889,AZ,Phoenix,2014-3-6,13,Missing/Undefined,66.0,A,33.5035,-111.9947,37.43478261
1890,AZ,Phoenix,2014-3-6,13,Missing/Undefined,66.0,A,33.5025,-112.1041,37.43478261
1891,AZ,Phoenix,2014-3-6,13,Missing/Undefined,66.0,A,33.5027,-112.1015,37.43478261
1892,AZ,Phoenix,2014-3-7,13,Missing/Undefined,67.0,A,33.4301,-112.2377,46.29166667
1893,AZ,Phoenix,2014-3-7,13,Missing/Undefined,67.0,A,33.465,-112.0484,46.29166667
1894,AZ,Phoenix,2014-3-7,13,Missing/Undefined,67.0,A,33.6036,-112.1229,46.29166667
1895,AZ,Phoenix,2014-3-7,13,Missing/Undefined,67.0,A,33.2178,-112.4087,46.29166667
1896,AZ,Phoenix,2014-3-7,13,Missing/Undefined,67.0,A,33.4556,-112.016,46.29166667
1897,AZ,Phoenix,2014-3-8,13,Missing/Undefined,68.0,A,33.5987,-111.9797,27.3
1898,AZ,Phoenix,2014-3-8,13,Missing/Undefined,68.0,A,33.4483,-112.04700000000001,27.3
1899,AZ,Phoenix,2014-3-8,13,Missing/Undefined,68.0,A,33.4602,-111.9373,27.3
1900,AZ,Phoenix,2014-3-10,13,Missing/Undefined,70.0,A,33.4521,-112.0959,31.77272727
1901,AZ,Phoenix,2014-3-10,13,Missing/Undefined,70.0,A,33.4755,-112.2126,31.77272727
1902,AZ,Phoenix,2014-3-11,13,Missing/Undefined,71.0,A,33.4933,-112.1652,37.4
1903,AZ,Phoenix,2014-3-12,13,Missing/Undefined,72.0,A,33.508,-112.0925,23.125
1904,AZ,Phoenix,2014-3-13,13,Missing/Undefined,73.0,A,33.6726,-112.1837,26.05882353
1905,AZ,Phoenix,2014-3-13,13,Missing/Undefined,73.0,A,33.4026,-112.0386,26.05882353
1906,AZ,Phoenix,2014-3-13,13,Missing/Undefined,73.0,A,33.4023,-112.0385,26.05882353
1907,AZ,Phoenix,2014-3-15,13,Missing/Undefined,75.0,A,33.4088,-111.9342,40.69565217
1908,AZ,Phoenix,2014-3-15,13,Missing/Undefined,75.0,A,33.3842,-112.1699,40.69565217
1909,AZ,Phoenix,2014-3-15,13,Missing/Undefined,75.0,A,33.4348,-112.4026,40.69565217
1910,AZ,Phoenix,2014-3-15,13,Missing/Undefined,75.0,A,33.533,-112.0513,40.69565217
1911,AZ,Phoenix,2014-3-15,13,Missing/Undefined,75.0,A,33.3362,-111.84100000000001,40.69565217
1912,AZ,Phoenix,2014-3-15,13,Missing/Undefined,75.0,A,33.5329,-112.0518,40.69565217
1913,AZ,Phoenix,2014-3-15,13,Missing/Undefined,75.0,A,33.4209,-113.1437,40.69565217
1914,AZ,Phoenix,2014-3-16,13,Missing/Undefined,76.0,A,33.7139,-112.1431,10.25
1915,AZ,Phoenix,2014-3-18,13,Missing/Undefined,78.0,A,33.599000000000004,-111.9343,10.33333333
1916,AZ,Phoenix,2014-3-19,13,Missing/Undefined,79.0,A,33.5679,-112.0944,17.5
1917,AZ,Phoenix,2014-3-19,13,Missing/Undefined,79.0,A,33.3745,-111.8949,17.5
1918,AZ,Phoenix,2014-3-19,13,Missing/Undefined,79.0,A,33.4963,-112.2789,17.5
1919,AZ,Phoenix,2014-3-20,13,Missing/Undefined,80.0,A,33.4921,-112.2065,21.58333333
1920,AZ,Phoenix,2014-3-20,13,Missing/Undefined,80.0,A,33.4514,-112.1435,21.58333333
1921,AZ,Phoenix,2014-3-20,13,Missing/Undefined,80.0,A,33.7055,-112.1344,21.58333333
1922,AZ,Phoenix,2014-3-21,13,Missing/Undefined,81.0,A,33.5014,-112.0992,18.72222222
1923,AZ,Phoenix,2014-3-21,13,Missing/Undefined,81.0,A,33.3974,-112.0714,18.72222222
1924,AZ,Phoenix,2014-3-21,13,Missing/Undefined,81.0,A,33.4543,-111.9279,18.72222222
1925,AZ,Phoenix,2014-3-21,13,Missing/Undefined,81.0,A,33.4948,-112.2039,18.72222222
1926,AZ,Phoenix,2014-3-21,13,Missing/Undefined,81.0,A,33.7055,-112.135,18.72222222
1927,AZ,Phoenix,2014-3-21,13,Missing/Undefined,81.0,A,33.4924,-111.9186,18.72222222
1928,AZ,Phoenix,2014-3-22,13,Missing/Undefined,82.0,A,34.0539,-112.147,24.35
1929,AZ,Phoenix,2014-3-23,13,Missing/Undefined,83.0,A,33.4356,-112.478,27.57894737
1930,AZ,Phoenix,2014-3-23,13,Missing/Undefined,83.0,A,33.251999999999995,-112.792,27.57894737
1931,AZ,Phoenix,2014-3-23,13,Missing/Undefined,83.0,A,33.4704,-112.1771,27.57894737
1932,AZ,Phoenix,2014-3-23,13,Missing/Undefined,83.0,A,33.3864,-111.9449,27.57894737
1933,AZ,Phoenix,2014-3-24,13,Missing/Undefined,84.0,A,33.5527,-112.2023,26.19047619
1934,AZ,Phoenix,2014-3-24,13,Missing/Undefined,84.0,A,33.6364,-112.0187,26.19047619
1935,AZ,Phoenix,2014-3-24,13,Missing/Undefined,84.0,A,33.4927,-112.09100000000001,26.19047619
1936,AZ,Phoenix,2014-3-25,13,Missing/Undefined,85.0,A,33.5385,-112.0464,20.2
1937,AZ,Phoenix,2014-3-26,13,Missing/Undefined,86.0,A,33.4515,-112.2027,26.375
1938,AZ,Phoenix,2014-3-26,13,Missing/Undefined,86.0,A,33.4712,-112.0295,26.375
1939,AZ,Phoenix,2014-3-27,13,Missing/Undefined,87.0,A,33.4067,-112.0606,39.36842105
1940,AZ,Phoenix,2014-3-27,13,Missing/Undefined,87.0,A,33.4731,-112.1229,39.36842105
1941,AZ,Phoenix,2014-3-28,13,Missing/Undefined,88.0,A,33.3886,-112.1071,32.58823529
1942,AZ,Phoenix,2014-3-28,13,Missing/Undefined,88.0,A,33.4147,-111.9391,32.58823529
1943,AZ,Phoenix,2014-3-29,13,Missing/Undefined,89.0,A,33.3885,-112.1416,32.0
1944,AZ,Phoenix,2014-3-30,13,Missing/Undefined,90.0,A,33.6095,-112.2374,26.14285714
1945,AZ,Phoenix,2014-3-30,13,Missing/Undefined,90.0,A,33.086999999999996,-112.6675,26.14285714
1946,AZ,Phoenix,2014-3-31,13,Missing/Undefined,91.0,A,33.4512,-112.1038,22.08333333
1947,AZ,Phoenix,2014-3-31,13,Missing/Undefined,91.0,A,33.3055,-111.905,22.08333333
1948,AZ,Phoenix,2014-3-31,13,Missing/Undefined,91.0,A,33.6161,-111.9564,22.08333333
1949,AZ,Phoenix,2014-4-1,13,Missing/Undefined,92.0,A,33.513000000000005,-112.2782,16.08695652
1950,AZ,Phoenix,2014-4-1,13,Missing/Undefined,92.0,A,33.4776,-112.25,16.08695652
1951,AZ,Phoenix,2014-4-3,13,Missing/Undefined,94.0,A,33.4995,-112.0231,36.11764706
1952,AZ,Phoenix,2014-4-3,13,Missing/Undefined,94.0,A,33.8578,-112.131,36.11764706
1953,AZ,Phoenix,2014-4-3,13,Missing/Undefined,94.0,A,33.4932,-112.33200000000001,36.11764706
1954,AZ,Phoenix,2014-4-4,13,Missing/Undefined,95.0,A,33.4084,-112.2243,25.45
1955,AZ,Phoenix,2014-4-4,13,Missing/Undefined,95.0,A,33.4405,-112.3853,25.45
1956,AZ,Phoenix,2014-4-4,13,Missing/Undefined,95.0,A,33.292,-112.0216,25.45
1957,AZ,Phoenix,2014-4-4,13,Missing/Undefined,95.0,A,33.2945,-111.844,25.45
1958,AZ,Phoenix,2014-4-4,13,Missing/Undefined,95.0,A,33.358000000000004,-112.0791,25.45
1959,AZ,Phoenix,2014-4-5,13,Missing/Undefined,96.0,A,33.5004,-112.1691,17.08333333
1960,AZ,Phoenix,2014-4-5,13,Missing/Undefined,96.0,A,33.4519,-111.9235,17.08333333
1961,AZ,Phoenix,2014-4-6,13,Missing/Undefined,97.0,A,33.5152,-112.1901,21.45833333
1962,AZ,Phoenix,2014-4-6,13,Missing/Undefined,97.0,A,33.516,-111.8962,21.45833333
1963,AZ,Phoenix,2014-4-6,13,Missing/Undefined,97.0,A,33.5909,-112.3018,21.45833333
1964,AZ,Phoenix,2014-4-7,13,Missing/Undefined,98.0,A,33.5415,-112.1078,15.83333333
1965,AZ,Phoenix,2014-4-8,13,Missing/Undefined,99.0,A,33.4575,-112.4088,17.7
1966,AZ,Phoenix,2014-4-9,13,Missing/Undefined,100.0,A,33.4164,-112.2607,16.56521739
1967,AZ,Phoenix,2014-4-10,13,Missing/Undefined,101.0,A,33.5144,-112.1467,13.15
1968,AZ,Phoenix,2014-4-10,13,Missing/Undefined,101.0,A,33.4517,-112.1451,13.15
1969,AZ,Phoenix,2014-4-12,13,Missing/Undefined,103.0,A,33.6655,-112.0821,12.68181818
1970,AZ,Phoenix,2014-4-13,13,Missing/Undefined,104.0,A,33.5355,-112.1404,15.07142857
1971,AZ,Phoenix,2014-4-13,13,Missing/Undefined,104.0,A,33.4235,-112.1375,15.07142857
1972,AZ,Phoenix,2014-4-13,13,Missing/Undefined,104.0,A,33.5918,-112.1684,15.07142857
1973,AZ,Phoenix,2014-4-13,13,Missing/Undefined,104.0,A,33.4406,-112.3858,15.07142857
1974,AZ,Phoenix,2014-4-14,13,Missing/Undefined,105.0,A,33.4586,-112.1424,10.47619048
1975,AZ,Phoenix,2014-4-15,13,Missing/Undefined,106.0,A,33.4533,-112.0815,11.82608696
1976,AZ,Phoenix,2014-4-15,13,Missing/Undefined,106.0,A,33.2919,-112.0298,11.82608696
1977,AZ,Phoenix,2014-4-15,13,Missing/Undefined,106.0,A,33.3499,-112.4267,11.82608696
1978,AZ,Phoenix,2014-4-15,13,Missing/Undefined,106.0,A,33.5014,-112.2973,11.82608696
1979,AZ,Phoenix,2014-4-15,13,Missing/Undefined,106.0,A,33.6551,-112.0086,11.82608696
1980,AZ,Phoenix,2014-4-16,13,Missing/Undefined,107.0,A,33.586,-112.0938,15.82608696
1981,AZ,Phoenix,2014-4-16,13,Missing/Undefined,107.0,A,33.3834,-111.9857,15.82608696
1982,AZ,Phoenix,2014-4-16,13,Missing/Undefined,107.0,A,33.4944,-112.2136,15.82608696
1983,AZ,Phoenix,2014-4-16,13,Missing/Undefined,107.0,A,33.604,-112.1313,15.82608696
1984,AZ,Phoenix,2014-4-16,13,Missing/Undefined,107.0,A,33.4568,-112.0153,15.82608696
1985,AZ,Phoenix,2014-4-16,13,Missing/Undefined,107.0,A,33.6001,-112.0099,15.82608696
1986,AZ,Phoenix,2014-4-16,13,Missing/Undefined,107.0,A,33.5102,-111.9286,15.82608696
1987,AZ,Phoenix,2014-4-16,13,Missing/Undefined,108.0,A,33.6809,-112.1427,15.82608696
1988,AZ,Phoenix,2014-4-17,13,Missing/Undefined,108.0,A,33.4084,-112.2363,12.85714286
1989,AZ,Phoenix,2014-4-17,13,Missing/Undefined,108.0,A,33.4516,-112.2116,12.85714286
1990,AZ,Phoenix,2014-4-18,13,Missing/Undefined,109.0,A,33.3837,-111.9601,20.36363636
1991,AZ,Phoenix,2014-4-18,13,Missing/Undefined,109.0,A,33.53,-112.1872,20.36363636
1992,AZ,Phoenix,2014-4-18,13,Missing/Undefined,109.0,A,33.4748,-112.31700000000001,20.36363636
1993,AZ,Phoenix,2014-4-19,13,Missing/Undefined,110.0,A,33.4748,-112.316,34.04166667
1994,AZ,Phoenix,2014-4-19,13,Missing/Undefined,110.0,A,33.7137,-112.2845,34.04166667
1995,AZ,Phoenix,2014-4-19,13,Missing/Undefined,110.0,A,33.6816,-112.1427,34.04166667
1996,AZ,Phoenix,2014-4-20,13,Missing/Undefined,111.0,A,33.461999999999996,-111.9928,29.33333333
1997,AZ,Phoenix,2014-4-20,13,Missing/Undefined,111.0,A,33.2639,-111.7389,29.33333333
1998,AZ,Phoenix,2014-4-21,13,Missing/Undefined,112.0,A,33.4232,-112.2696,23.375
1999,AZ,Phoenix,2014-4-21,13,Missing/Undefined,112.0,A,33.48,-112.167,23.375
2000,AZ,Phoenix,2014-4-22,13,Missing/Undefined,113.0,A,33.4797,-112.2545,21.86956522
2001,AZ,Phoenix,2014-4-22,13,Missing/Undefined,113.0,A,33.5142,-112.1456,21.86956522
2002,AZ,Phoenix,2014-4-22,13,Missing/Undefined,113.0,A,33.5611,-112.1003,21.86956522
2003,AZ,Phoenix,2014-4-22,13,Missing/Undefined,113.0,A,33.3631,-112.0998,21.86956522
2004,AZ,Phoenix,2014-4-23,13,Missing/Undefined,114.0,A,33.4837,-112.1459,14.4
2005,AZ,Phoenix,2014-4-23,13,Missing/Undefined,114.0,A,33.3606,-112.087,14.4
2006,AZ,Phoenix,2014-4-23,13,Missing/Undefined,114.0,A,33.5533,-112.1634,14.4
2007,AZ,Phoenix,2014-4-24,13,Missing/Undefined,115.0,A,33.4563,-111.9171,14.125
2008,AZ,Phoenix,2014-4-24,13,Missing/Undefined,115.0,A,33.4747,-112.15100000000001,14.125
2009,AZ,Phoenix,2014-4-24,13,Missing/Undefined,115.0,A,33.4788,-112.3498,14.125
2010,AZ,Phoenix,2014-4-24,13,Missing/Undefined,115.0,A,33.4356,-112.50399999999999,14.125
2011,AZ,Phoenix,2014-4-24,13,Missing/Undefined,115.0,A,33.4376,-112.1305,14.125
2012,AZ,Phoenix,2014-4-25,13,Missing/Undefined,116.0,A,33.6818,-112.0805,14.35294118
2013,AZ,Phoenix,2014-4-25,13,Missing/Undefined,116.0,A,33.484,-111.98100000000001,14.35294118
2014,AZ,Phoenix,2014-4-25,13,Missing/Undefined,116.0,A,33.6017,-111.9783,14.35294118
2015,AZ,Phoenix,2014-4-25,13,Missing/Undefined,116.0,A,33.31,-111.9776,14.35294118
2016,AZ,Phoenix,2014-4-25,13,Missing/Undefined,116.0,A,33.473,-112.0209,14.35294118
2017,AZ,Phoenix,2014-4-26,13,Missing/Undefined,117.0,A,33.6291,-112.0939,25.36363636
2018,AZ,Phoenix,2014-4-26,13,Missing/Undefined,117.0,A,33.4312,-112.1425,25.36363636
2019,AZ,Phoenix,2014-4-26,13,Missing/Undefined,117.0,A,33.5028,-112.1342,25.36363636
2020,AZ,Phoenix,2014-4-26,13,Missing/Undefined,117.0,A,33.5053,-112.2333,25.36363636
2021,AZ,Phoenix,2014-4-26,13,Missing/Undefined,117.0,A,33.3102,-111.81,25.36363636
2022,AZ,Phoenix,2014-4-26,13,Missing/Undefined,117.0,A,33.4432,-112.0731,25.36363636
2023,AZ,Phoenix,2014-4-27,13,Missing/Undefined,118.0,A,33.4549,-112.2545,29.05882353
2024,AZ,Phoenix,2014-4-28,13,Missing/Undefined,119.0,A,33.4085,-111.9523,23.72727273
2025,AZ,Phoenix,2014-4-28,13,Missing/Undefined,119.0,A,33.3302,-112.486,23.72727273
2026,AZ,Phoenix,2014-4-28,13,Missing/Undefined,119.0,A,33.4134,-112.0788,23.72727273
2027,AZ,Phoenix,2014-4-28,13,Missing/Undefined,119.0,A,33.9175,-112.09700000000001,23.72727273
2028,AZ,Phoenix,2014-4-28,13,Missing/Undefined,119.0,A,33.3455,-111.9048,23.72727273
2029,AZ,Phoenix,2014-4-29,13,Missing/Undefined,120.0,A,33.3912,-111.9304,12.375
2030,AZ,Phoenix,2014-4-29,13,Missing/Undefined,120.0,A,33.5802,-112.0255,12.375
2031,AZ,Phoenix,2014-4-29,13,Missing/Undefined,120.0,A,33.5606,-112.1523,12.375
2032,AZ,Phoenix,2014-4-29,13,Missing/Undefined,120.0,A,33.5017,-112.1715,12.375
2033,AZ,Phoenix,2014-4-29,13,Missing/Undefined,120.0,A,33.4626,-111.8998,12.375
2034,AZ,Phoenix,2014-4-30,13,Missing/Undefined,121.0,A,33.4502,-112.443,15.25
2035,AZ,Phoenix,2014-4-30,13,Missing/Undefined,121.0,A,33.4607,-112.4434,15.25
2036,AZ,Phoenix,2014-4-30,13,Missing/Undefined,121.0,A,33.4511,-112.4434,15.25
2037,AZ,Phoenix,2014-4-30,13,Missing/Undefined,121.0,A,33.5966,-112.2458,15.25
2038,AZ,Phoenix,2014-4-30,13,Missing/Undefined,121.0,A,33.3928,-111.9389,15.25
2039,AZ,Phoenix,2014-5-1,13,Missing/Undefined,122.0,A,33.5324,-112.1305,16.58333333
