,STATE,COUNTY_NAME,datetime,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,humidity
941,FL,Miami,2013-2-7,7,Arson,39.0,C,25.3893,-80.4279,71.95833333
942,FL,Miami,2013-2-5,7,Arson,36.0,B,25.5581,-80.4082,51.43478261
943,FL,Miami,2013-1-28,7,Arson,29.0,B,25.61,-80.4558,69.29166667
944,FL,Miami,2013-1-28,7,Arson,28.0,B,25.6102,-80.4557,69.29166667
945,FL,Miami,2013-1-27,7,Arson,28.0,C,25.559,-80.3871,70.83333333
946,FL,Miami,2013-1-26,7,Arson,26.0,B,25.6043,-80.5168,58.58333333
947,FL,Miami,2013-1-25,7,Arson,25.0,B,25.5584,-80.3971,63.41666667
948,FL,Miami,2013-1-25,2,Equipment Use,25.0,B,25.2945,-80.4462,63.41666667
949,FL,Miami,2013-1-25,2,Equipment Use,26.0,D,25.3978,-80.4709,63.41666667
950,FL,Miami,2013-1-24,7,Arson,26.0,C,25.3818,-80.4134,56.75
951,FL,Miami,2013-1-24,7,Arson,26.0,C,25.4113,-80.4156,56.75
952,FL,Miami,2013-1-18,7,Arson,18.0,B,25.4554,-80.5,83.66666667
953,FL,Miami,2013-1-16,7,Arson,16.0,B,25.5771,-80.4296,71.79166667
954,FL,Miami,2013-1-16,7,Arson,16.0,C,25.4553,-80.4978,71.79166667
955,FL,Miami,2013-1-14,7,Arson,14.0,C,25.555999999999997,-80.3986,67.20833333
956,FL,Miami,2013-1-14,7,Arson,14.0,B,25.4609,-80.5019,67.20833333
957,FL,Miami,2013-1-14,7,Arson,14.0,B,25.4405,-80.5442,67.20833333
958,FL,Miami,2013-1-11,7,Arson,11.0,B,25.4553,-80.4993,70.5
959,FL,Miami,2013-1-10,7,Arson,10.0,B,25.4917,-80.5275,78.45833333
960,FL,Miami,2013-1-5,2,Equipment Use,5.0,B,25.554000000000002,-80.3726,80.66666667
961,NC,Charlotte,2013-4-22,5,Debris Burning,113.0,B,36.02938333,-82.06936667,60.10526316
962,NC,Charlotte,2013-4-6,5,Debris Burning,97.0,B,36.02161667,-82.1896,77.91666667
963,NC,Charlotte,2013-4-25,6,Railroad,116.0,A,36.01586667,-82.20065,74.45833333
964,NC,Charlotte,2013-4-25,5,Debris Burning,116.0,A,35.92921667,-82.05088333,74.45833333
965,NC,Charlotte,2013-4-15,8,Children,106.0,A,35.8615,-82.10963333,50.69565217
966,NC,Charlotte,2013-5-15,9,Miscellaneous,136.0,B,35.90663333,-82.10501667,45.52173913
967,NC,Charlotte,2013-5-15,9,Miscellaneous,136.0,B,35.9049,-82.10706667,45.52173913
968,NC,Charlotte,2013-5-15,9,Miscellaneous,136.0,B,35.90453333,-82.10966667,45.52173913
969,TX,Houston,2013-2-25,5,Debris Burning,56.0,B,31.38426667,-95.50156667,69.29166667
970,TX,Houston,2013-8-8,5,Debris Burning,221.0,C,31.27361117,-95.63388883,61.875
971,TX,Houston,2013-8-10,10,Fireworks,225.0,B,31.37147383,-95.21968083,71.45833333
972,TX,Dallas,2013-3-2,9,Miscellaneous,62.0,C,32.92408333,-96.53863333,43.16666667
973,TX,Houston,2013-8-16,1,Lightning,229.0,C,31.20211667,-95.60588333,80.04166667
974,TX,Houston,2013-6-22,5,Debris Burning,174.0,B,31.21,-95.2844,66.83333333
975,TX,Houston,2013-8-2,5,Debris Burning,217.0,B,31.27196117,-95.4753055,63.0
976,TX,Houston,2013-7-1,5,Debris Burning,183.0,B,31.34071667,-95.09691667,40.33333333
977,TX,Houston,2013-8-5,9,Miscellaneous,218.0,B,31.34358333,-95.59513333,70.54166667
978,TX,Houston,2013-7-2,5,Debris Burning,184.0,C,31.53659167,-95.50264717,56.16666667
979,TX,Houston,2013-7-3,10,Fireworks,185.0,B,31.42783333,-95.62786667,59.125
980,TX,Houston,2013-7-6,1,Lightning,188.0,B,30.976,-95.5768,63.83333333
981,TX,Houston,2013-9-5,10,Fireworks,249.0,C,31.06661667,-95.52673333,64.95833333
982,TX,Houston,2013-9-7,10,Fireworks,251.0,B,31.53804167,-95.21510833,82.0
983,TX,Houston,2013-9-10,5,Debris Burning,254.0,C,31.17455,-95.65485,80.875
984,FL,Jacksonville,2013-3-18,7,Arson,78.0,A,30.2622,-81.7821,68.16666667
985,FL,Jacksonville,2013-3-17,6,Railroad,77.0,A,30.2117,-81.7057,58.82608696
986,FL,Jacksonville,2013-3-12,7,Arson,72.0,A,30.2442,-81.8973,79.79166667
987,FL,Jacksonville,2013-1-18,2,Equipment Use,18.0,B,30.2605,-81.881,71.83333333
988,FL,Miami,2013-11-28,7,Arson,333.0,A,25.5098,-80.3889,94.25
989,FL,Miami,2013-9-24,7,Arson,268.0,B,25.5508,-80.3728,76.68181818
990,FL,Miami,2013-9-24,7,Arson,268.0,A,25.5508,-80.3669,76.68181818
991,FL,Miami,2013-2-23,7,Arson,54.0,A,25.5697,-80.4087,76.91304348
992,FL,Miami,2013-2-5,4,Campfire,36.0,A,25.9037,-80.1426,51.43478261
993,FL,Miami,2013-1-25,7,Arson,25.0,A,25.5617,-80.4071,63.41666667
994,FL,Miami,2013-1-18,7,Arson,18.0,A,25.4557,-80.4986,83.66666667
995,AZ,Phoenix,2013-1-23,9,Miscellaneous,24.0,C,32.9907,-112.7074,24.5
996,AZ,Phoenix,2013-4-22,9,Miscellaneous,115.0,C,33.3559,-112.5818,18.13636364
997,AZ,Phoenix,2013-4-23,9,Miscellaneous,116.0,B,33.3834,-112.3615,16.26086957
998,AZ,Phoenix,2013-5-14,9,Miscellaneous,136.0,A,33.7208,-112.4716,20.09090909
999,AZ,Phoenix,2013-5-30,9,Miscellaneous,151.0,A,33.8621,-112.1993,23.0
1000,AZ,Phoenix,2013-6-2,9,Miscellaneous,154.0,A,33.0378,-112.3338,23.94444444
1001,AZ,Phoenix,2013-6-5,9,Miscellaneous,157.0,A,33.1551,-112.6497,16.47619048
1002,AZ,Phoenix,2013-6-22,9,Miscellaneous,174.0,B,34.0008,-112.1339,14.33333333
1003,AZ,Phoenix,2013-6-27,9,Miscellaneous,179.0,A,32.921,-112.8788,14.95833333
1004,AZ,Phoenix,2013-9-27,9,Miscellaneous,272.0,B,33.3922,-112.3221,26.79166667
1005,AZ,Phoenix,2013-10-7,9,Miscellaneous,281.0,B,33.3519,-112.7254,25.04166667
1006,AZ,Phoenix,2013-11-20,9,Miscellaneous,325.0,A,33.3844,-112.3134,52.16666667
1007,AZ,Phoenix,2013-12-10,9,Miscellaneous,,A,33.8695,-112.1438,28.45833333
1008,TX,San Antonio,2013-2-19,9,Miscellaneous,,B,29.52,-98.247778,59.83333333
1009,TX,San Antonio,2013-2-25,9,Miscellaneous,,D,29.154871000000004,-98.499352,52.68421053
1010,TX,Houston,2013-2-22,9,Miscellaneous,,B,31.382438,-95.410767,86.29166667
1011,TX,San Antonio,2013-2-25,9,Miscellaneous,,C,29.161203999999998,-98.526219,52.68421053
1012,TX,San Antonio,2013-7-22,9,Miscellaneous,,B,29.475182,-98.267516,67.5
1013,TX,San Antonio,2013-7-11,9,Miscellaneous,,B,29.550371999999996,-98.274711,66.79166667
1014,TX,Dallas,2013-7-4,9,Miscellaneous,,B,32.5897364,-96.9088416,45.5
1015,TX,Dallas,2013-7-3,9,Miscellaneous,,B,32.570271000000005,-96.99951,47.70833333
1016,TX,Dallas,2013-7-3,9,Miscellaneous,,B,32.5897404,-96.9121228,47.70833333
1017,TX,Dallas,2013-6-9,9,Miscellaneous,,B,32.5897364,-96.9088416,60.66666667
1018,TX,Dallas,2013-7-8,9,Miscellaneous,,A,32.604327000000005,-96.9083788,52.83333333
1019,TX,San Antonio,2013-5-22,9,Miscellaneous,,B,29.600534999999997,-98.31251,70.04166667
1020,TX,Houston,2013-6-25,9,Miscellaneous,,B,31.394631,-95.4760051,61.66666667
1021,TX,Houston,2013-7-8,9,Miscellaneous,,A,31.327439000000002,-95.437224,68.29166667
1022,TX,Houston,2013-7-8,9,Miscellaneous,,A,31.245044,-95.478165,68.29166667
1023,TX,Dallas,2013-12-24,9,Miscellaneous,,B,32.56606221,-96.9407844,69.5
1024,TX,Houston,2013-10-24,9,Miscellaneous,,B,31.278446999999996,-95.403814,60.25
1025,TX,San Antonio,2013-3-4,9,Miscellaneous,,B,29.491252000000003,-98.621494,41.83333333
1026,TX,Dallas,2013-12-11,9,Miscellaneous,,B,32.59484767,-96.9422221,77.41666667
1027,TX,Houston,2013-7-3,1,Lightning,,B,31.428382,-95.624142,59.125
1028,TX,Houston,2013-6-21,1,Lightning,,B,31.3066761,-95.44184890000001,70.25
1029,TX,Houston,2013-6-20,1,Lightning,,A,31.296496100000002,-95.46195300000001,71.95833333
1030,TX,Dallas,2013-4-12,4,Campfire,,B,32.5897364,-96.9088416,55.22222222
1031,TX,San Antonio,2013-1-17,2,Equipment Use,,B,29.204619,-98.659973,52.86363636
1032,TX,San Antonio,2013-8-15,2,Equipment Use,,B,29.234182399999998,-98.2999787,53.75
1033,TX,San Antonio,2013-5-3,2,Equipment Use,,B,29.500987,-98.23177199999999,71.04166667
1034,TX,San Antonio,2013-3-24,2,Equipment Use,,B,29.497532,-98.23451800000001,65.875
1035,TX,San Antonio,2013-8-6,2,Equipment Use,,B,29.50788,-98.20456999999999,60.95833333
1036,TX,San Antonio,2013-3-26,2,Equipment Use,,B,29.487256,-98.226603,33.25
1037,TX,San Antonio,2013-9-9,2,Equipment Use,,C,29.452299,-98.278624,76.29166667
1038,TX,San Antonio,2013-9-8,2,Equipment Use,,C,29.452299,-98.278624,79.83333333
1039,TX,San Antonio,2013-9-2,2,Equipment Use,,B,29.475762,-98.25408900000001,56.75
1040,TX,Houston,2013-7-8,2,Equipment Use,,B,31.227604600000003,-95.5007372,68.29166667
1041,TX,Houston,2013-11-17,2,Equipment Use,,B,31.390780100000004,-95.47592529,82.16666667
1042,TX,Houston,2013-7-1,5,Debris Burning,,B,31.413615999999998,-95.604814,40.33333333
1043,TX,Houston,2013-3-5,5,Debris Burning,,C,31.410425,-95.445442,64.79166667
1044,TX,Houston,2013-3-12,5,Debris Burning,,B,31.544746999999997,-95.527153,41.0
1045,TX,Houston,2013-7-8,5,Debris Burning,,B,31.4120786,-95.43207070000001,68.29166667
1046,TX,Houston,2013-4-13,5,Debris Burning,,B,31.297099,-95.429161,55.91666667
1047,TX,Houston,2013-5-6,5,Debris Burning,,B,31.373863,-95.5066302,46.70833333
1048,TX,Houston,2013-6-30,5,Debris Burning,,B,31.3466,-95.10503800000001,53.91666667
1049,TX,Houston,2013-3-7,5,Debris Burning,,B,31.579084,-95.366027,30.52173913
1050,TX,Houston,2013-7-31,5,Debris Burning,,B,31.565741,-95.480676,64.125
1051,TX,Houston,2013-8-11,5,Debris Burning,,B,31.582349,-95.331631,68.625
1052,TX,Houston,2013-2-3,5,Debris Burning,,B,31.409729,-95.393343,67.58333333
1053,TX,San Antonio,2013-8-12,5,Debris Burning,,B,29.3680489,-98.2563898,72.91666667
1054,TX,Houston,2013-7-28,5,Debris Burning,,B,31.263615,-95.647428,69.75
1055,TX,Houston,2013-7-30,5,Debris Burning,,A,31.337162,-95.420874,62.875
1056,TX,Houston,2013-12-27,5,Debris Burning,,B,31.394621700000002,-95.47561339,66.79166667
1057,TX,Houston,2013-11-17,5,Debris Burning,,B,31.39086039,-95.5236152,82.16666667
1058,TX,Houston,2013-9-24,5,Debris Burning,,B,31.15575,-95.37317,71.45833333
1059,TX,Houston,2013-9-25,5,Debris Burning,,B,31.394631,-95.4760051,59.54166667
1060,TX,Houston,2013-9-26,5,Debris Burning,,B,31.548721999999998,-95.398275,66.75
1061,TX,Houston,2013-9-23,5,Debris Burning,,B,31.546726,-95.470281,59.25
1062,TX,Houston,2013-4-11,5,Debris Burning,,A,31.3432935,-95.40993379,85.90909091
1063,TX,Houston,2013-6-30,5,Debris Burning,,C,31.3573413,-95.1252109,53.91666667
1064,TX,Houston,2013-6-22,5,Debris Burning,,B,31.291430100000003,-95.46377769,66.83333333
1065,TX,Houston,2013-4-16,5,Debris Burning,,A,31.326109999999996,-95.4152819,79.95833333
1066,TX,Houston,2013-7-1,5,Debris Burning,,B,30.93803429,-95.93309239,40.33333333
1067,TX,Houston,2013-2-20,5,Debris Burning,,A,31.2558452,-95.56861989,58.66666667
1068,TX,Houston,2013-2-6,5,Debris Burning,,A,31.3304705,-95.50213789,86.95833333
1069,TX,Houston,2013-1-31,5,Debris Burning,,B,31.297074900000002,-95.50297289,57.95833333
1070,TX,Houston,2013-10-2,5,Debris Burning,,C,31.3151124,-95.43672939,90.70833333
1071,TX,Houston,2013-9-7,5,Debris Burning,,A,31.199925399999994,-95.51878590000001,82.0
1072,TX,Houston,2013-8-5,5,Debris Burning,,C,31.195562100000004,-95.42926039,70.54166667
1073,AZ,Phoenix,2014-5-9,8,Children,130.0,C,33.81638889,-111.6472222,30.66666667
1074,AZ,Phoenix,2014-6-10,9,Miscellaneous,162.0,C,33.76138889,-111.6663889,19.0
1075,AZ,Phoenix,2014-4-7,9,Miscellaneous,98.0,A,33.64,-111.54305559999999,15.83333333
1076,AZ,Phoenix,2014-2-17,4,Campfire,48.0,B,33.555,-111.54305559999999,29.82352941
1077,AZ,Phoenix,2014-3-14,9,Miscellaneous,74.0,A,33.86944444,-111.46583329999999,27.10526316
1078,AZ,Phoenix,2014-6-15,9,Miscellaneous,167.0,A,33.62472222,-111.55861110000001,15.20833333
1079,AZ,Phoenix,2014-6-24,4,Campfire,176.0,A,33.54722222,-111.65777779999999,19.20833333
1080,AZ,Phoenix,2014-6-30,9,Miscellaneous,182.0,B,33.73416667,-111.50666670000001,30.91666667
1081,AZ,Phoenix,2014-6-17,9,Miscellaneous,170.0,A,33.90555556,-111.4502778,19.75
1082,AZ,Phoenix,2014-6-17,9,Miscellaneous,169.0,B,33.84111111,-111.46722220000001,19.75
1083,AZ,Phoenix,2014-6-27,4,Campfire,179.0,A,33.54722222,-111.64555559999998,20.58333333
1084,AZ,Phoenix,2014-7-5,9,Miscellaneous,187.0,A,33.78861111,-111.49444440000002,40.41666667
1085,AZ,Phoenix,2014-7-5,9,Miscellaneous,187.0,A,33.855,-111.47194440000001,40.41666667
1086,AZ,Phoenix,2014-7-27,9,Miscellaneous,209.0,A,33.70083333,-111.50277779999999,38.58333333
1087,AZ,Phoenix,2014-8-8,9,Miscellaneous,221.0,B,33.67416667,-111.50027779999999,33.5
1088,AZ,Phoenix,2014-8-29,9,Miscellaneous,242.0,B,33.82805556,-111.4725,29.33333333
1089,AZ,Phoenix,2014-5-16,9,Miscellaneous,137.0,A,33.74916667,-111.6663889,21.73913043
1090,TX,Houston,2014-5-3,5,Debris Burning,127.0,B,31.46361111,-95.15888889,43.75
1091,AZ,Phoenix,2014-7-12,1,Lightning,195.0,C,33.94833333,-111.89638889999999,23.5
1092,AZ,Phoenix,2014-7-13,1,Lightning,198.0,B,33.98305556,-111.93305559999999,29.5
1093,AZ,Phoenix,2014-8-10,1,Lightning,228.0,C,33.98444444,-111.955,35.83333333
1094,AZ,Phoenix,2014-2-16,4,Campfire,47.0,A,33.66666667,-111.5725,29.52631579
1095,AZ,Phoenix,2014-3-24,4,Campfire,85.0,A,33.54666667,-111.5713889,26.19047619
1096,AZ,Phoenix,2014-2-1,4,Campfire,32.0,A,33.85333333,-111.44583329999999,48.125
1097,AZ,Phoenix,2014-4-11,9,Miscellaneous,102.0,A,33.64777778,-111.5588889,12.9
1098,AZ,Phoenix,2014-4-18,4,Campfire,109.0,A,33.54916667,-111.6422222,20.36363636
1099,AZ,Phoenix,2014-5-13,9,Miscellaneous,134.0,A,33.84166667,-111.46833329999998,18.08333333
1100,AZ,Phoenix,2014-5-19,4,Campfire,140.0,A,33.68194444,-111.45777779999999,17.91304348
1101,AZ,Phoenix,2014-5-26,9,Miscellaneous,148.0,C,33.72472222,-111.5116667,19.29166667
1102,AZ,Phoenix,2014-5-30,9,Miscellaneous,152.0,C,33.70138889,-111.49166670000001,21.08333333
1103,AZ,Phoenix,2014-5-25,9,Miscellaneous,146.0,B,33.64444444,-111.5725,22.91666667
1104,AZ,Phoenix,2014-6-27,7,Arson,180.0,A,33.64861111,-111.5461111,20.58333333
1105,AZ,Phoenix,2014-7-11,9,Miscellaneous,193.0,A,33.52833333,-111.32,32.16666667
1106,AZ,Phoenix,2014-7-5,4,Campfire,187.0,A,33.66666667,-111.4733333,40.41666667
1107,AZ,Phoenix,2014-7-26,1,Lightning,228.0,B,33.56361111,-111.30805559999999,35.54166667
1108,AZ,Phoenix,2014-8-1,9,Miscellaneous,214.0,B,33.67444444,-111.4641667,40.45833333
1109,AZ,Phoenix,2014-8-22,4,Campfire,235.0,A,33.92027778,-111.4163889,68.70833333
1110,AZ,Phoenix,2014-11-27,9,Miscellaneous,332.0,A,33.68,-111.5125,48.04166667
1111,AZ,Phoenix,2014-12-5,4,Campfire,340.0,A,33.665,-111.56833329999999,86.54166667
1112,NC,Charlotte,2014-2-25,2,Equipment Use,56.0,A,36.07333333,-82.34972222,33.125
1113,NC,Charlotte,2014-3-20,5,Debris Burning,80.0,B,36.09638889,-82.33861111,72.86363636
1114,NC,Charlotte,2014-11-10,9,Miscellaneous,315.0,C,36.13777778,-82.22166667,75.91666667
1115,NC,Charlotte,2014-11-2,5,Debris Burning,307.0,C,35.90111111,-81.99222222,72.5
1116,IN,Indianapolis,2014-3-23,5,Debris Burning,83.0,B,39.02888889,-86.16694444,56.86363636
1117,IN,Indianapolis,2014-3-21,5,Debris Burning,81.0,B,38.90944444,-86.1525,51.875
1118,IN,Indianapolis,2014-3-21,7,Arson,81.0,B,38.93166667,-86.145,51.875
1119,MN,Minneapolis,2014-4-21,7,Arson,112.0,B,44.8448,-93.2291,65.0
1120,MN,Minneapolis,2014-5-4,4,Campfire,125.0,B,44.8012,-93.2879,57.04166667
1121,MN,Minneapolis,2014-7-13,4,Campfire,,A,44.842620000000004,-93.2358,70.25
1122,AZ,Phoenix,2014-4-26,2,Equipment Use,117.0,A,34.0003,-112.1386,25.36363636
1123,AZ,Phoenix,2014-5-3,7,Arson,124.0,A,33.9828,-112.1564,22.25
1124,AZ,Phoenix,2014-5-3,7,Arson,124.0,A,33.165,-112.1658,22.25
1125,AZ,Phoenix,2014-5-26,2,Equipment Use,147.0,A,33.993126000000004,-112.13400700000001,19.29166667
1126,AZ,Phoenix,2014-5-19,2,Equipment Use,143.0,E,34.222054,-112.11059499999999,17.91304348
1127,AZ,Phoenix,2014-7-3,1,Lightning,186.0,A,34.2503,-112.05,25.58333333
1128,AZ,Phoenix,2014-6-25,9,Miscellaneous,178.0,A,32.8706,-113.1442,17.625
1129,AZ,Phoenix,2014-7-11,9,Miscellaneous,193.0,A,32.9003,-112.5336,32.16666667
1130,AZ,Phoenix,2014-7-20,7,Arson,205.0,C,32.9839,-112.75,21.25
1131,AZ,Phoenix,2014-6-28,13,Missing/Undefined,180.0,B,34.0164,-112.1497,24.375
1132,NY,New York,2014-3-1,1,Lightning,84.0,A,40.8063,-73.938,42.58333333
1133,FL,Miami,2014-5-2,1,Lightning,123.0,B,25.7642,-80.4187,78.29166667
1134,FL,Miami,2014-5-16,1,Lightning,137.0,D,25.3965,-80.4681,84.66666667
1135,FL,Jacksonville,2014-5-26,1,Lightning,147.0,B,30.2108,-81.565,70.875
1136,FL,Jacksonville,2014-5-29,1,Lightning,150.0,B,30.1991,-81.7006,68.70833333
1137,FL,Jacksonville,2014-6-2,1,Lightning,155.0,B,30.4931,-81.5042,78.25
1138,FL,Jacksonville,2014-6-5,1,Lightning,157.0,C,30.1895,-82.0348,66.75
1139,FL,Jacksonville,2014-6-7,1,Lightning,160.0,B,30.1912,-81.441,90.375
1140,WA,Seattle,2014-6-2,1,Lightning,169.0,E,47.9632,-119.6866,70.45833333
1141,FL,Miami,2014-6-12,1,Lightning,169.0,B,25.4781,-80.3594,84.04166667
1142,FL,Miami,2014-6-19,1,Lightning,172.0,D,25.8342,-80.4832,85.91666667
1143,FL,Jacksonville,2014-6-23,1,Lightning,175.0,B,30.1147,-81.4528,91.29166667
1144,FL,Jacksonville,2014-7-2,1,Lightning,184.0,B,30.29,-81.4939,71.91666667
1145,FL,Jacksonville,2014-7-4,1,Lightning,186.0,B,30.1181,-81.4869,73.125
1146,FL,Jacksonville,2014-7-24,1,Lightning,206.0,A,30.2577,-81.8854,82.54166667
1147,FL,Miami,2014-7-26,1,Lightning,208.0,C,25.6235,-80.5296,74.41666667
1148,FL,Jacksonville,2014-8-6,1,Lightning,219.0,B,30.2672,-82.0491,68.83333333
1149,FL,Jacksonville,2014-8-7,1,Lightning,220.0,B,30.2285,-82.0063,75.79166667
1150,FL,Miami,2014-8-6,1,Lightning,220.0,B,25.758000000000003,-80.4635,71.70833333
1151,FL,Miami,2014-8-23,1,Lightning,239.0,C,25.4931,-80.355,81.29166667
1152,FL,Jacksonville,2014-9-1,1,Lightning,245.0,B,30.4522,-81.499,87.91666667
1153,NY,New York,2014-8-24,1,Lightning,294.0,A,40.7163,-73.9857,68.29166667
1154,TX,San Antonio,2014-5-22,11,Powerline,,B,29.152864,-98.507882,71.54166667
1155,TX,Dallas,2014-1-2,11,Powerline,,A,32.757754999999996,-96.81376699,55.45833333
1156,TX,Dallas,2014-1-5,11,Powerline,,A,32.77386,-96.749217,61.45833333
1157,TX,Dallas,2014-1-7,11,Powerline,,A,32.690517,-96.575179,47.25
1158,TX,Dallas,2014-1-7,11,Powerline,,A,32.865347,-96.69748299999999,47.25
1159,TX,Dallas,2014-1-11,11,Powerline,,A,32.889842,-96.736796,59.625
1160,TX,Houston,2014-4-2,11,Powerline,,B,31.376781199999996,-95.6228605,82.79166667
1161,TX,Houston,2014-7-1,11,Powerline,,A,31.246477000000002,-95.56738,80.29166667
1162,TX,Houston,2014-7-2,11,Powerline,,A,31.3014284,-95.4658168,82.58333333
1163,TX,Houston,2014-2-21,11,Powerline,,A,31.399082,-95.475483,46.13636364
1164,FL,Jacksonville,2014-3-15,12,Structure,75.0,B,30.2352,-81.92399999999999,60.375
1165,TX,Houston,2014-1-17,2,Equipment Use,17.0,B,31.02028333,-95.49528333,61.0
1166,FL,Miami,2014-2-6,2,Equipment Use,38.0,C,25.3815,-80.5169,81.16666667
1167,FL,Miami,2014-3-8,2,Equipment Use,68.0,B,25.4785,-80.5585,62.45833333
1168,MO,Saint Louis,2014-3-19,2,Equipment Use,79.0,B,38.5025,-90.618889,69.21739129999999
1169,FL,Miami,2014-3-29,2,Equipment Use,89.0,B,25.53,-80.3724,79.16666667
1170,PA,Pittsburgh,2014-3-31,2,Equipment Use,91.0,C,40.42389,-80.11639,39.5
1171,NY,New York,2014-8-28,2,Equipment Use,,A,40.7817,-73.9506,51.16666667
1172,PA,Pittsburgh,2014-4-11,2,Equipment Use,102.0,A,40.617779999999996,-79.75444,61.04166667
1173,NY,New York,2014-4-12,2,Equipment Use,103.0,A,40.8399,-73.9406,54.39130435
1174,NY,New York,2014-3-21,2,Equipment Use,108.0,A,40.7163,-73.9857,36.25
1175,FL,Miami,2014-5-8,2,Equipment Use,129.0,A,25.5472,-80.4009,65.0
1176,FL,Miami,2014-5-22,2,Equipment Use,143.0,B,25.9504,-80.4312,58.79166667
1177,FL,Miami,2014-5-23,2,Equipment Use,144.0,B,25.5553,-80.3886,65.0
1178,NY,New York,2014-8-28,2,Equipment Use,,A,40.7163,-73.9857,51.16666667
1179,TX,Houston,2014-9-24,2,Equipment Use,268.0,B,31.21401667,-95.54506667,64.04166667
1180,TX,San Antonio,2014-2-20,2,Equipment Use,,C,29.477117600000003,-98.25392,71.52173913
1181,TX,Dallas,2014-1-2,2,Equipment Use,,A,32.860910600000004,-96.8639913,55.45833333
1182,TX,Dallas,2014-1-2,2,Equipment Use,,A,32.894481400000004,-96.71270200000001,55.45833333
1183,TX,Dallas,2014-1-4,2,Equipment Use,,B,32.818265999999994,-96.695909,60.41666667
1184,TX,Dallas,2014-1-5,2,Equipment Use,,B,32.894493,-96.7109825,61.45833333
1185,TX,Dallas,2014-1-6,2,Equipment Use,,A,32.670459,-96.940834,51.70833333
1186,TX,Dallas,2014-1-7,2,Equipment Use,,A,32.8125632,-96.722645,47.25
1187,TX,Dallas,2014-1-7,2,Equipment Use,,A,32.670688,-96.618251,47.25
1188,TX,Dallas,2014-1-8,2,Equipment Use,,A,32.822708,-96.876887,63.125
1189,TX,Dallas,2014-1-11,2,Equipment Use,,A,32.885115500000005,-96.700496,59.625
1190,TX,Dallas,2014-1-11,2,Equipment Use,,A,32.719592999999996,-96.917002,59.625
1191,TX,Dallas,2014-1-12,2,Equipment Use,,B,32.669249,-96.52299000000001,54.41666667
1192,TX,Dallas,2014-1-12,2,Equipment Use,,A,32.7710467,-96.88916,54.41666667
1193,TX,Dallas,2014-1-12,2,Equipment Use,,A,32.6804565,-96.622551,54.41666667
1194,TX,Dallas,2014-1-14,2,Equipment Use,,A,32.669249,-96.952299,49.43478261
1195,TX,Dallas,2014-1-14,2,Equipment Use,,A,32.876678000000005,-96.7445462,49.43478261
1196,TX,Dallas,2014-10-2,2,Equipment Use,,A,32.6872016,-96.93968079999999,65.875
1197,TX,Dallas,2014-10-6,2,Equipment Use,,A,32.6788149,-96.85563,77.91666667
1198,TX,Dallas,2014-10-12,2,Equipment Use,,A,32.8986284,-96.7009254,86.04166667
1199,TX,Dallas,2014-10-26,2,Equipment Use,,B,32.704537,-96.900623,65.58333333
1200,TX,Dallas,2014-10-29,2,Equipment Use,,A,32.7850948,-96.7961953,59.91666667
1201,TX,Dallas,2014-10-31,2,Equipment Use,,A,32.7747435,-96.79947290000001,61.91666667
1202,TX,Dallas,2014-10-31,2,Equipment Use,,A,32.8594408,-96.88074759999999,61.91666667
1203,TX,Dallas,2014-10-31,2,Equipment Use,,A,32.909190100000004,-96.7128667,61.91666667
1204,TX,Dallas,2014-11-2,2,Equipment Use,,A,32.8370245,-96.64741690000001,63.0
1205,TX,Dallas,2014-11-8,2,Equipment Use,,A,32.8671897,-96.89581059999999,74.41666667
1206,TX,Dallas,2014-11-22,2,Equipment Use,,A,32.662693,-96.95248769999999,94.79166667
1207,TX,Dallas,2014-11-23,2,Equipment Use,,A,32.7809851,-96.843837,84.91666667
1208,TX,Dallas,2014-11-27,2,Equipment Use,,A,32.8878153,-96.9138679,60.16666667
1209,TX,Dallas,2014-12-7,2,Equipment Use,,A,32.8101887,-96.81960349,84.79166667
1210,TX,Dallas,2014-12-11,2,Equipment Use,,A,32.704871000000004,-96.7253887,88.70833333
1211,TX,Dallas,2014-12-12,2,Equipment Use,,A,32.922992699999995,-96.87171500000001,97.0
1212,TX,Dallas,2014-12-23,2,Equipment Use,,A,32.7463782,-96.8119123,89.70833333
1213,TX,Dallas,2014-12-23,2,Equipment Use,,A,32.922992699999995,-96.87171590000001,89.70833333
1214,TX,Dallas,2014-12-29,2,Equipment Use,,A,32.780411,-96.7957609,84.625
1215,TX,Dallas,2014-12-29,2,Equipment Use,,A,32.782656,-96.79079499999999,84.625
1216,TX,Dallas,2014-12-30,2,Equipment Use,,A,32.6878577,-96.82455349,90.375
1217,TX,Houston,2014-3-11,2,Equipment Use,,B,31.3182359,-95.4566135,73.625
1218,TX,Houston,2014-1-4,2,Equipment Use,,C,31.4947,-95.1727,73.31818182
1219,TX,Houston,2014-2-13,2,Equipment Use,,B,31.5251,-95.1437,63.20833333
1220,NY,New York,2014-5-6,3,Smoking,,A,40.8203,-73.9596,38.54166667
1221,NY,New York,2014-7-30,3,Smoking,,A,40.8442,-73.9338,48.91666667
1222,NY,New York,2014-3-21,3,Smoking,150.0,A,40.8404,-73.9353,36.25
1223,NY,New York,2014-4-20,3,Smoking,153.0,A,40.8688,-73.9217,36.3
