STATE,COUNTY_NAME,datetime,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,humidity
AZ,Phoenix,2014-2-14,13,Missing/Undefined,45,A,33.4544,-112.0405,
AZ,Phoenix,2014-2-14,13,Missing/Undefined,45,A,33.6164,-112.3585,
AZ,Phoenix,2014-2-14,13,Missing/Undefined,45,A,33.3704,-112.0778,
AZ,Phoenix,2014-2-14,13,Missing/Undefined,45,A,33.6574,-112.0871,
AZ,Phoenix,2014-2-14,13,Missing/Undefined,45,A,33.2477,-111.796,
AZ,Phoenix,2014-2-14,13,Missing/Undefined,45,A,33.4977,-112.1044,
AZ,Phoenix,2014-2-15,13,Missing/Undefined,46,A,33.5617,-112.1422,
AZ,Phoenix,2014-2-15,13,Missing/Undefined,46,A,33.5313,-112.0989,
AZ,Phoenix,2014-2-15,13,Missing/Undefined,46,A,33.4511,-112.0473,
AZ,Phoenix,2014-2-15,13,Missing/Undefined,46,A,33.537,-112.2103,
AZ,Phoenix,2014-2-15,13,Missing/Undefined,46,A,33.5243,-112.0954,
AZ,Phoenix,2014-2-15,13,Missing/Undefined,46,A,33.5678,-112.1331,
AZ,Phoenix,2014-2-16,13,Missing/Undefined,47,A,33.5877,-112.1176,
AZ,Phoenix,2014-2-16,13,Missing/Undefined,47,A,33.4502,-112.1222,
AZ,Phoenix,2014-2-16,13,Missing/Undefined,47,A,33.6449,-112.0373,
AZ,Phoenix,2014-2-16,13,Missing/Undefined,47,A,33.584,-111.8287,
AZ,Phoenix,2014-2-17,13,Missing/Undefined,48,A,33.4798,-112.2371,
AZ,Phoenix,2014-2-17,13,Missing/Undefined,48,A,33.5186,-112.1039,
AZ,Phoenix,2014-2-17,13,Missing/Undefined,48,A,33.5369,-112.0957,
AZ,Phoenix,2014-2-17,13,Missing/Undefined,48,A,33.316,-111.912,
AZ,Phoenix,2014-2-17,13,Missing/Undefined,48,A,33.4402,-112.1231,
AZ,Phoenix,2014-2-18,13,Missing/Undefined,49,A,33.3972,-111.9787,
AZ,Phoenix,2014-2-18,13,Missing/Undefined,49,A,33.6675,-112.1064,
AZ,Phoenix,2014-2-18,13,Missing/Undefined,49,A,33.6999,-112.113,
AZ,Phoenix,2014-2-18,13,Missing/Undefined,49,A,33.4213,-112.521,
AZ,Phoenix,2014-2-18,13,Missing/Undefined,49,A,33.3173,-111.85,
AZ,Phoenix,2014-2-18,13,Missing/Undefined,49,A,33.3186,-111.851,
AZ,Phoenix,2014-2-18,13,Missing/Undefined,49,A,33.3769,-112.0782,
AZ,Phoenix,2014-2-18,13,Missing/Undefined,49,A,33.6838,-112.1119,
AZ,Phoenix,2014-2-18,13,Missing/Undefined,49,A,33.5108,-112.1378,
AZ,Phoenix,2014-2-18,13,Missing/Undefined,49,A,33.3742,-112.1037,
AZ,Phoenix,2014-2-18,13,Missing/Undefined,49,A,33.691,-112.1142,
AZ,Phoenix,2014-2-19,13,Missing/Undefined,50,A,33.5605,-112.0646,
AZ,Phoenix,2014-2-19,13,Missing/Undefined,50,A,33.5143,-112.1458,
AZ,Phoenix,2014-2-20,13,Missing/Undefined,51,A,33.4552,-112.1371,
AZ,Phoenix,2014-2-20,13,Missing/Undefined,51,A,33.4841,-112.1156,
AZ,Phoenix,2014-2-21,13,Missing/Undefined,52,A,33.6403,-112.0648,
AZ,Phoenix,2014-2-21,13,Missing/Undefined,52,A,33.6429,-112.0821,
AZ,Phoenix,2014-2-21,13,Missing/Undefined,52,A,33.372,-112.0771,
AZ,Phoenix,2014-2-21,13,Missing/Undefined,52,A,33.5875,-112.3782,
AZ,Phoenix,2014-2-21,13,Missing/Undefined,52,A,33.5318,-112.1899,
AZ,Phoenix,2014-2-21,13,Missing/Undefined,52,A,33.8357,-112.137,
AZ,Phoenix,2014-2-21,13,Missing/Undefined,52,A,33.4792,-112.272,
AZ,Phoenix,2014-2-21,13,Missing/Undefined,52,A,33.4577,-112.0855,
AZ,Phoenix,2014-2-22,13,Missing/Undefined,53,A,33.5326,-112.1895,
AZ,Phoenix,2014-2-22,13,Missing/Undefined,53,A,33.3847,-112.1476,
AZ,Phoenix,2014-2-22,13,Missing/Undefined,53,A,33.2928,-111.837,
AZ,Phoenix,2014-2-22,13,Missing/Undefined,53,A,33.4557,-112.0156,
AZ,Phoenix,2014-2-22,13,Missing/Undefined,53,A,33.5868,-112.1566,
AZ,Phoenix,2014-2-23,13,Missing/Undefined,54,A,33.5054,-112.1341,
AZ,Phoenix,2014-2-23,13,Missing/Undefined,54,A,33.4666,-112.0278,
AZ,Phoenix,2014-2-23,13,Missing/Undefined,54,A,33.6115,-111.9772,
AZ,Phoenix,2014-2-23,13,Missing/Undefined,54,A,33.566,-112.3929,
AZ,Phoenix,2014-2-23,13,Missing/Undefined,54,A,33.4615,-112.2545,
AZ,Phoenix,2014-2-24,13,Missing/Undefined,55,A,33.5021,-112.1719,
AZ,Phoenix,2014-2-24,13,Missing/Undefined,55,A,33.4559,-112.1381,
AZ,Phoenix,2014-2-24,13,Missing/Undefined,55,A,33.6394,-112.1006,
AZ,Phoenix,2014-2-24,13,Missing/Undefined,55,A,33.6108,-112.3283,
AZ,Phoenix,2014-2-24,13,Missing/Undefined,55,A,33.4209,-111.9596,
AZ,Phoenix,2014-2-25,13,Missing/Undefined,56,A,33.5682,-111.977,
AZ,Phoenix,2014-2-25,13,Missing/Undefined,56,A,33.553,-111.975,
AZ,Phoenix,2014-2-25,13,Missing/Undefined,56,A,33.5422,-112.1489,
AZ,Phoenix,2014-2-25,13,Missing/Undefined,56,A,33.447,-112.0994,
AZ,Phoenix,2014-2-25,13,Missing/Undefined,56,A,33.6016,-112.3277,
AZ,Phoenix,2014-2-25,13,Missing/Undefined,56,A,33.5137,-112.1457,
AZ,Phoenix,2014-2-26,13,Missing/Undefined,57,A,33.5167,-112.1206,
AZ,Phoenix,2014-2-26,13,Missing/Undefined,57,A,33.367,-112.576,
AZ,Phoenix,2014-2-26,13,Missing/Undefined,57,A,33.4336,-112.341,
AZ,Phoenix,2014-2-27,13,Missing/Undefined,58,A,33.597,-112.12,
AZ,Phoenix,2014-2-27,13,Missing/Undefined,58,A,33.3521,-111.9579,
NC,Charlotte,2014-2-27,13,Missing/Undefined,58,A,35.9403,-82.14585,
AZ,Phoenix,2014-2-28,13,Missing/Undefined,59,A,33.6548,-112.0594,
AZ,Phoenix,2014-2-28,13,Missing/Undefined,59,A,33.3863,-111.8414,
AZ,Phoenix,2014-2-28,13,Missing/Undefined,59,A,33.5136,-112.1431,
AZ,Phoenix,2014-2-28,13,Missing/Undefined,59,A,33.4574,-112.0175,
AZ,Phoenix,2014-2-28,13,Missing/Undefined,59,A,33.2773,-112.797,
AZ,Phoenix,2014-3-1,13,Missing/Undefined,60,A,33.5457,-112.1507,
AZ,Phoenix,2014-3-2,13,Missing/Undefined,62,A,33.3734,-111.8981,
AZ,Phoenix,2014-3-4,13,Missing/Undefined,64,A,33.429,-111.956,
AZ,Phoenix,2014-3-5,13,Missing/Undefined,65,A,33.4568,-112.047,
AZ,Phoenix,2014-3-6,13,Missing/Undefined,66,A,33.5035,-111.9947,
AZ,Phoenix,2014-3-6,13,Missing/Undefined,66,A,33.5025,-112.1041,
AZ,Phoenix,2014-3-6,13,Missing/Undefined,66,A,33.5027,-112.1015,
AZ,Phoenix,2014-3-7,13,Missing/Undefined,67,A,33.4301,-112.2377,
AZ,Phoenix,2014-3-7,13,Missing/Undefined,67,A,33.465,-112.0484,
AZ,Phoenix,2014-3-7,13,Missing/Undefined,67,A,33.6036,-112.1229,
AZ,Phoenix,2014-3-7,13,Missing/Undefined,67,A,33.2178,-112.4087,
AZ,Phoenix,2014-3-7,13,Missing/Undefined,67,A,33.4556,-112.016,
AZ,Phoenix,2014-3-8,13,Missing/Undefined,68,A,33.5987,-111.9797,
AZ,Phoenix,2014-3-8,13,Missing/Undefined,68,A,33.4483,-112.047,
AZ,Phoenix,2014-3-8,13,Missing/Undefined,68,A,33.4602,-111.9373,
AZ,Phoenix,2014-3-10,13,Missing/Undefined,70,A,33.4521,-112.0959,
AZ,Phoenix,2014-3-10,13,Missing/Undefined,70,A,33.4755,-112.2126,
AZ,Phoenix,2014-3-11,13,Missing/Undefined,71,A,33.4933,-112.1652,
AZ,Phoenix,2014-3-12,13,Missing/Undefined,72,A,33.508,-112.0925,
AZ,Phoenix,2014-3-13,13,Missing/Undefined,73,A,33.6726,-112.1837,
AZ,Phoenix,2014-3-13,13,Missing/Undefined,73,A,33.4026,-112.0386,
AZ,Phoenix,2014-3-13,13,Missing/Undefined,73,A,33.4023,-112.0385,
AZ,Phoenix,2014-3-15,13,Missing/Undefined,75,A,33.4088,-111.9342,
AZ,Phoenix,2014-3-15,13,Missing/Undefined,75,A,33.3842,-112.1699,
AZ,Phoenix,2014-3-15,13,Missing/Undefined,75,A,33.4348,-112.4026,
AZ,Phoenix,2014-3-15,13,Missing/Undefined,75,A,33.533,-112.0513,
AZ,Phoenix,2014-3-15,13,Missing/Undefined,75,A,33.3362,-111.841,
AZ,Phoenix,2014-3-15,13,Missing/Undefined,75,A,33.5329,-112.0518,
AZ,Phoenix,2014-3-15,13,Missing/Undefined,75,A,33.4209,-113.1437,
AZ,Phoenix,2014-3-16,13,Missing/Undefined,76,A,33.7139,-112.1431,
AZ,Phoenix,2014-3-18,13,Missing/Undefined,78,A,33.599,-111.9343,
AZ,Phoenix,2014-3-19,13,Missing/Undefined,79,A,33.5679,-112.0944,
AZ,Phoenix,2014-3-19,13,Missing/Undefined,79,A,33.3745,-111.8949,
AZ,Phoenix,2014-3-19,13,Missing/Undefined,79,A,33.4963,-112.2789,
AZ,Phoenix,2014-3-20,13,Missing/Undefined,80,A,33.4921,-112.2065,
AZ,Phoenix,2014-3-20,13,Missing/Undefined,80,A,33.4514,-112.1435,
AZ,Phoenix,2014-3-20,13,Missing/Undefined,80,A,33.7055,-112.1344,
AZ,Phoenix,2014-3-21,13,Missing/Undefined,81,A,33.5014,-112.0992,
AZ,Phoenix,2014-3-21,13,Missing/Undefined,81,A,33.3974,-112.0714,
AZ,Phoenix,2014-3-21,13,Missing/Undefined,81,A,33.4543,-111.9279,
AZ,Phoenix,2014-3-21,13,Missing/Undefined,81,A,33.4948,-112.2039,
AZ,Phoenix,2014-3-21,13,Missing/Undefined,81,A,33.7055,-112.135,
AZ,Phoenix,2014-3-21,13,Missing/Undefined,81,A,33.4924,-111.9186,
AZ,Phoenix,2014-3-22,13,Missing/Undefined,82,A,34.0539,-112.147,
AZ,Phoenix,2014-3-23,13,Missing/Undefined,83,A,33.4356,-112.478,
AZ,Phoenix,2014-3-23,13,Missing/Undefined,83,A,33.252,-112.792,
AZ,Phoenix,2014-3-23,13,Missing/Undefined,83,A,33.4704,-112.1771,
AZ,Phoenix,2014-3-23,13,Missing/Undefined,83,A,33.3864,-111.9449,
AZ,Phoenix,2014-3-24,13,Missing/Undefined,84,A,33.5527,-112.2023,
AZ,Phoenix,2014-3-24,13,Missing/Undefined,84,A,33.6364,-112.0187,
AZ,Phoenix,2014-3-24,13,Missing/Undefined,84,A,33.4927,-112.091,
AZ,Phoenix,2014-3-25,13,Missing/Undefined,85,A,33.5385,-112.0464,
AZ,Phoenix,2014-3-26,13,Missing/Undefined,86,A,33.4515,-112.2027,
AZ,Phoenix,2014-3-26,13,Missing/Undefined,86,A,33.4712,-112.0295,
AZ,Phoenix,2014-3-27,13,Missing/Undefined,87,A,33.4067,-112.0606,
AZ,Phoenix,2014-3-27,13,Missing/Undefined,87,A,33.4731,-112.1229,
AZ,Phoenix,2014-3-28,13,Missing/Undefined,88,A,33.3886,-112.1071,
AZ,Phoenix,2014-3-28,13,Missing/Undefined,88,A,33.4147,-111.9391,
AZ,Phoenix,2014-3-29,13,Missing/Undefined,89,A,33.3885,-112.1416,
AZ,Phoenix,2014-3-30,13,Missing/Undefined,90,A,33.6095,-112.2374,
AZ,Phoenix,2014-3-30,13,Missing/Undefined,90,A,33.087,-112.6675,
AZ,Phoenix,2014-3-31,13,Missing/Undefined,91,A,33.4512,-112.1038,
AZ,Phoenix,2014-3-31,13,Missing/Undefined,91,A,33.3055,-111.905,
AZ,Phoenix,2014-3-31,13,Missing/Undefined,91,A,33.6161,-111.9564,
AZ,Phoenix,2014-4-1,13,Missing/Undefined,92,A,33.513,-112.2782,
AZ,Phoenix,2014-4-1,13,Missing/Undefined,92,A,33.4776,-112.25,
AZ,Phoenix,2014-4-3,13,Missing/Undefined,94,A,33.4995,-112.0231,
AZ,Phoenix,2014-4-3,13,Missing/Undefined,94,A,33.8578,-112.131,
AZ,Phoenix,2014-4-3,13,Missing/Undefined,94,A,33.4932,-112.332,
AZ,Phoenix,2014-4-4,13,Missing/Undefined,95,A,33.4084,-112.2243,
AZ,Phoenix,2014-4-4,13,Missing/Undefined,95,A,33.4405,-112.3853,
AZ,Phoenix,2014-4-4,13,Missing/Undefined,95,A,33.292,-112.0216,
AZ,Phoenix,2014-4-4,13,Missing/Undefined,95,A,33.2945,-111.844,
AZ,Phoenix,2014-4-4,13,Missing/Undefined,95,A,33.358,-112.0791,
AZ,Phoenix,2014-4-5,13,Missing/Undefined,96,A,33.5004,-112.1691,
AZ,Phoenix,2014-4-5,13,Missing/Undefined,96,A,33.4519,-111.9235,
AZ,Phoenix,2014-4-6,13,Missing/Undefined,97,A,33.5152,-112.1901,
AZ,Phoenix,2014-4-6,13,Missing/Undefined,97,A,33.516,-111.8962,
AZ,Phoenix,2014-4-6,13,Missing/Undefined,97,A,33.5909,-112.3018,
AZ,Phoenix,2014-4-7,13,Missing/Undefined,98,A,33.5415,-112.1078,
AZ,Phoenix,2014-4-8,13,Missing/Undefined,99,A,33.4575,-112.4088,
AZ,Phoenix,2014-4-9,13,Missing/Undefined,100,A,33.4164,-112.2607,
AZ,Phoenix,2014-4-10,13,Missing/Undefined,101,A,33.5144,-112.1467,
AZ,Phoenix,2014-4-10,13,Missing/Undefined,101,A,33.4517,-112.1451,
AZ,Phoenix,2014-4-12,13,Missing/Undefined,103,A,33.6655,-112.0821,
AZ,Phoenix,2014-4-13,13,Missing/Undefined,104,A,33.5355,-112.1404,
AZ,Phoenix,2014-4-13,13,Missing/Undefined,104,A,33.4235,-112.1375,
AZ,Phoenix,2014-4-13,13,Missing/Undefined,104,A,33.5918,-112.1684,
AZ,Phoenix,2014-4-13,13,Missing/Undefined,104,A,33.4406,-112.3858,
AZ,Phoenix,2014-4-14,13,Missing/Undefined,105,A,33.4586,-112.1424,
AZ,Phoenix,2014-4-15,13,Missing/Undefined,106,A,33.4533,-112.0815,
AZ,Phoenix,2014-4-15,13,Missing/Undefined,106,A,33.2919,-112.0298,
AZ,Phoenix,2014-4-15,13,Missing/Undefined,106,A,33.3499,-112.4267,
AZ,Phoenix,2014-4-15,13,Missing/Undefined,106,A,33.5014,-112.2973,
AZ,Phoenix,2014-4-15,13,Missing/Undefined,106,A,33.6551,-112.0086,
AZ,Phoenix,2014-4-16,13,Missing/Undefined,107,A,33.586,-112.0938,
AZ,Phoenix,2014-4-16,13,Missing/Undefined,107,A,33.3834,-111.9857,
AZ,Phoenix,2014-4-16,13,Missing/Undefined,107,A,33.4944,-112.2136,
AZ,Phoenix,2014-4-16,13,Missing/Undefined,107,A,33.604,-112.1313,
AZ,Phoenix,2014-4-16,13,Missing/Undefined,107,A,33.4568,-112.0153,
AZ,Phoenix,2014-4-16,13,Missing/Undefined,107,A,33.6001,-112.0099,
AZ,Phoenix,2014-4-16,13,Missing/Undefined,107,A,33.5102,-111.9286,
AZ,Phoenix,2014-4-16,13,Missing/Undefined,108,A,33.6809,-112.1427,
AZ,Phoenix,2014-4-17,13,Missing/Undefined,108,A,33.4084,-112.2363,
AZ,Phoenix,2014-4-17,13,Missing/Undefined,108,A,33.4516,-112.2116,
AZ,Phoenix,2014-4-18,13,Missing/Undefined,109,A,33.3837,-111.9601,
AZ,Phoenix,2014-4-18,13,Missing/Undefined,109,A,33.53,-112.1872,
AZ,Phoenix,2014-4-18,13,Missing/Undefined,109,A,33.4748,-112.317,
AZ,Phoenix,2014-4-19,13,Missing/Undefined,110,A,33.4748,-112.316,
AZ,Phoenix,2014-4-19,13,Missing/Undefined,110,A,33.7137,-112.2845,
AZ,Phoenix,2014-4-19,13,Missing/Undefined,110,A,33.6816,-112.1427,
AZ,Phoenix,2014-4-20,13,Missing/Undefined,111,A,33.462,-111.9928,
AZ,Phoenix,2014-4-20,13,Missing/Undefined,111,A,33.2639,-111.7389,
AZ,Phoenix,2014-4-21,13,Missing/Undefined,112,A,33.4232,-112.2696,
AZ,Phoenix,2014-4-21,13,Missing/Undefined,112,A,33.48,-112.167,
AZ,Phoenix,2014-4-22,13,Missing/Undefined,113,A,33.4797,-112.2545,
AZ,Phoenix,2014-4-22,13,Missing/Undefined,113,A,33.5142,-112.1456,
AZ,Phoenix,2014-4-22,13,Missing/Undefined,113,A,33.5611,-112.1003,
AZ,Phoenix,2014-4-22,13,Missing/Undefined,113,A,33.3631,-112.0998,
AZ,Phoenix,2014-4-23,13,Missing/Undefined,114,A,33.4837,-112.1459,
AZ,Phoenix,2014-4-23,13,Missing/Undefined,114,A,33.3606,-112.087,
AZ,Phoenix,2014-4-23,13,Missing/Undefined,114,A,33.5533,-112.1634,
AZ,Phoenix,2014-4-24,13,Missing/Undefined,115,A,33.4563,-111.9171,
AZ,Phoenix,2014-4-24,13,Missing/Undefined,115,A,33.4747,-112.151,
AZ,Phoenix,2014-4-24,13,Missing/Undefined,115,A,33.4788,-112.3498,
AZ,Phoenix,2014-4-24,13,Missing/Undefined,115,A,33.4356,-112.504,
AZ,Phoenix,2014-4-24,13,Missing/Undefined,115,A,33.4376,-112.1305,
AZ,Phoenix,2014-4-25,13,Missing/Undefined,116,A,33.6818,-112.0805,
AZ,Phoenix,2014-4-25,13,Missing/Undefined,116,A,33.484,-111.981,
AZ,Phoenix,2014-4-25,13,Missing/Undefined,116,A,33.6017,-111.9783,
AZ,Phoenix,2014-4-25,13,Missing/Undefined,116,A,33.31,-111.9776,
AZ,Phoenix,2014-4-25,13,Missing/Undefined,116,A,33.473,-112.0209,
AZ,Phoenix,2014-4-26,13,Missing/Undefined,117,A,33.6291,-112.0939,
AZ,Phoenix,2014-4-26,13,Missing/Undefined,117,A,33.4312,-112.1425,
AZ,Phoenix,2014-4-26,13,Missing/Undefined,117,A,33.5028,-112.1342,
AZ,Phoenix,2014-4-26,13,Missing/Undefined,117,A,33.5053,-112.2333,
AZ,Phoenix,2014-4-26,13,Missing/Undefined,117,A,33.3102,-111.81,
AZ,Phoenix,2014-4-26,13,Missing/Undefined,117,A,33.4432,-112.0731,
AZ,Phoenix,2014-4-27,13,Missing/Undefined,118,A,33.4549,-112.2545,
AZ,Phoenix,2014-4-28,13,Missing/Undefined,119,A,33.4085,-111.9523,
AZ,Phoenix,2014-4-28,13,Missing/Undefined,119,A,33.3302,-112.486,
AZ,Phoenix,2014-4-28,13,Missing/Undefined,119,A,33.4134,-112.0788,
AZ,Phoenix,2014-4-28,13,Missing/Undefined,119,A,33.9175,-112.097,
AZ,Phoenix,2014-4-28,13,Missing/Undefined,119,A,33.3455,-111.9048,
AZ,Phoenix,2014-4-29,13,Missing/Undefined,120,A,33.3912,-111.9304,
AZ,Phoenix,2014-4-29,13,Missing/Undefined,120,A,33.5802,-112.0255,
AZ,Phoenix,2014-4-29,13,Missing/Undefined,120,A,33.5606,-112.1523,
AZ,Phoenix,2014-4-29,13,Missing/Undefined,120,A,33.5017,-112.1715,
AZ,Phoenix,2014-4-29,13,Missing/Undefined,120,A,33.4626,-111.8998,
AZ,Phoenix,2014-4-30,13,Missing/Undefined,121,A,33.4502,-112.443,
AZ,Phoenix,2014-4-30,13,Missing/Undefined,121,A,33.4607,-112.4434,
AZ,Phoenix,2014-4-30,13,Missing/Undefined,121,A,33.4511,-112.4434,
AZ,Phoenix,2014-4-30,13,Missing/Undefined,121,A,33.5966,-112.2458,
AZ,Phoenix,2014-4-30,13,Missing/Undefined,121,A,33.3928,-111.9389,
AZ,Phoenix,2014-5-1,13,Missing/Undefined,122,A,33.5324,-112.1305,
AZ,Phoenix,2014-5-1,13,Missing/Undefined,122,A,33.4759,-112.0693,
AZ,Phoenix,2014-5-1,13,Missing/Undefined,122,A,33.3988,-112.0735,
AZ,Phoenix,2014-5-1,13,Missing/Undefined,122,A,33.3692,-111.9588,
AZ,Phoenix,2014-5-1,13,Missing/Undefined,122,A,33.5539,-112.1188,
AZ,Phoenix,2014-5-2,13,Missing/Undefined,123,A,33.4051,-112.0439,
AZ,Phoenix,2014-5-2,13,Missing/Undefined,123,A,33.5419,-112.0447,
AZ,Phoenix,2014-5-2,13,Missing/Undefined,123,A,33.531,-111.9598,
AZ,Phoenix,2014-5-2,13,Missing/Undefined,123,A,33.3125,-111.9797,
AZ,Phoenix,2014-5-3,13,Missing/Undefined,124,A,33.3445,-111.9044,
AZ,Phoenix,2014-5-4,13,Missing/Undefined,125,A,33.389,-112.1247,
AZ,Phoenix,2014-5-4,13,Missing/Undefined,125,A,33.4752,-112.15,
AZ,Phoenix,2014-5-4,13,Missing/Undefined,125,A,33.6957,-112.2177,
AZ,Phoenix,2014-5-4,13,Missing/Undefined,125,A,33.3252,-111.842,
AZ,Phoenix,2014-5-4,13,Missing/Undefined,125,A,33.4024,-112.0205,
AZ,Phoenix,2014-5-4,13,Missing/Undefined,125,A,33.4389,-112.0764,
AZ,Phoenix,2014-5-4,13,Missing/Undefined,125,A,33.3997,-112.0177,
AZ,Phoenix,2014-5-5,13,Missing/Undefined,126,A,33.4445,-112.1661,
AZ,Phoenix,2014-5-5,13,Missing/Undefined,126,A,33.6192,-112.1586,
AZ,Phoenix,2014-5-7,13,Missing/Undefined,128,A,33.4552,-112.137,
AZ,Phoenix,2014-5-7,13,Missing/Undefined,128,A,33.5903,-112.1296,
AZ,Phoenix,2014-5-7,13,Missing/Undefined,128,A,33.5177,-112.1099,
AZ,Phoenix,2014-5-7,13,Missing/Undefined,128,A,33.7187,-112.0961,
AZ,Phoenix,2014-5-8,13,Missing/Undefined,129,A,33.2904,-112.487,
AZ,Phoenix,2014-5-8,13,Missing/Undefined,129,A,33.4082,-112.0539,
AZ,Phoenix,2014-5-9,13,Missing/Undefined,130,A,33.3842,-111.9569,
AZ,Phoenix,2014-5-9,13,Missing/Undefined,130,A,33.4674,-112.0211,
AZ,Phoenix,2014-5-10,13,Missing/Undefined,131,A,33.467,-112.1725,
AZ,Phoenix,2014-5-10,13,Missing/Undefined,131,A,33.4223,-112.1164,
AZ,Phoenix,2014-5-10,13,Missing/Undefined,131,A,33.2959,-111.898,
AZ,Phoenix,2014-5-10,13,Missing/Undefined,131,A,33.5962,-112.202,
AZ,Phoenix,2014-5-10,13,Missing/Undefined,131,A,33.6108,-112.1245,
AZ,Phoenix,2014-5-11,13,Missing/Undefined,132,A,33.4078,-111.9852,
AZ,Phoenix,2014-5-11,13,Missing/Undefined,132,A,33.6159,-112.3205,
AZ,Phoenix,2014-5-11,13,Missing/Undefined,132,A,33.4836,-112.0122,
AZ,Phoenix,2014-5-11,13,Missing/Undefined,132,A,33.4034,-112.0405,
AZ,Phoenix,2014-5-12,13,Missing/Undefined,133,A,33.599,-112.0298,
AZ,Phoenix,2014-5-12,13,Missing/Undefined,133,A,33.4699,-111.9874,
AZ,Phoenix,2014-5-12,13,Missing/Undefined,133,A,33.6814,-112.007,
AZ,Phoenix,2014-5-12,13,Missing/Undefined,133,A,33.3671,-112.069,
AZ,Phoenix,2014-5-12,13,Missing/Undefined,133,A,33.3978,-112.296,
AZ,Phoenix,2014-5-13,13,Missing/Undefined,134,A,33.5285,-112.1397,
AZ,Phoenix,2014-5-13,13,Missing/Undefined,134,A,33.2367,-111.771,
AZ,Phoenix,2014-5-13,13,Missing/Undefined,134,A,33.4849,-112.0431,
AZ,Phoenix,2014-5-13,13,Missing/Undefined,134,A,33.5895,-112.3649,
AZ,Phoenix,2014-5-13,13,Missing/Undefined,134,A,33.7694,-112.249,
AZ,Phoenix,2014-5-14,13,Missing/Undefined,135,A,33.6471,-112.0891,
AZ,Phoenix,2014-5-14,13,Missing/Undefined,135,A,33.6393,-112.1917,
AZ,Phoenix,2014-5-14,13,Missing/Undefined,135,A,33.496,-112.0182,
AZ,Phoenix,2014-5-14,13,Missing/Undefined,135,A,33.4881,-112.0333,
AZ,Phoenix,2014-5-14,13,Missing/Undefined,135,A,33.5313,-112.1856,
AZ,Phoenix,2014-5-15,13,Missing/Undefined,136,A,33.5809,-112.2364,
AZ,Phoenix,2014-5-15,13,Missing/Undefined,136,A,33.5881,-112.247,
AZ,Phoenix,2014-5-15,13,Missing/Undefined,136,A,33.6606,-112.5816,
AZ,Phoenix,2014-5-15,13,Missing/Undefined,136,A,33.6607,-112.5643,
AZ,Phoenix,2014-5-15,13,Missing/Undefined,136,A,33.3978,-112.297,
AZ,Phoenix,2014-5-15,13,Missing/Undefined,136,A,33.4875,-112.0415,
AZ,Phoenix,2014-5-15,13,Missing/Undefined,136,A,33.4874,-112.0418,
AZ,Phoenix,2014-5-16,13,Missing/Undefined,137,A,33.5658,-112.2705,
AZ,Phoenix,2014-5-16,13,Missing/Undefined,137,A,33.3886,-112.0898,
AZ,Phoenix,2014-5-16,13,Missing/Undefined,137,A,33.3704,-112.599,
AZ,Phoenix,2014-5-16,13,Missing/Undefined,137,A,33.6335,-112.0862,
AZ,Phoenix,2014-5-16,13,Missing/Undefined,137,A,33.42,-112.625,
AZ,Phoenix,2014-5-16,13,Missing/Undefined,137,A,33.8465,-112.134,
AZ,Phoenix,2014-5-16,13,Missing/Undefined,137,A,33.4922,-111.9761,
AZ,Phoenix,2014-5-16,13,Missing/Undefined,137,A,33.4466,-112.1253,
AZ,Phoenix,2014-5-17,13,Missing/Undefined,138,A,33.4617,-112.0557,
AZ,Phoenix,2014-5-17,13,Missing/Undefined,138,A,33.392,-112.7805,
AZ,Phoenix,2014-5-18,13,Missing/Undefined,139,A,33.5055,-112.1139,
AZ,Phoenix,2014-5-18,13,Missing/Undefined,139,A,33.4064,-112.6249,
AZ,Phoenix,2014-5-19,13,Missing/Undefined,140,A,33.5385,-112.1336,
AZ,Phoenix,2014-5-19,13,Missing/Undefined,140,A,33.6175,-112.1851,
AZ,Phoenix,2014-5-19,13,Missing/Undefined,140,A,33.335,-111.88,
AZ,Phoenix,2014-5-20,13,Missing/Undefined,141,A,33.2776,-111.772,
AZ,Phoenix,2014-5-20,13,Missing/Undefined,141,A,33.6397,-112.0134,
AZ,Phoenix,2014-5-20,13,Missing/Undefined,141,A,33.4342,-112.59,
AZ,Phoenix,2014-5-20,13,Missing/Undefined,141,A,33.4003,-112.0131,
AZ,Phoenix,2014-5-20,13,Missing/Undefined,141,A,33.3133,-111.846,
AZ,Phoenix,2014-5-20,13,Missing/Undefined,141,A,33.3782,-111.9346,
AZ,Phoenix,2014-5-20,13,Missing/Undefined,141,A,33.5345,-112.1569,
AZ,Phoenix,2014-5-20,13,Missing/Undefined,141,A,33.5345,-112.1568,
AZ,Phoenix,2014-5-20,13,Missing/Undefined,142,A,33.3812,-112.0726,
AZ,Phoenix,2014-5-21,13,Missing/Undefined,142,A,33.5675,-112.1162,
AZ,Phoenix,2014-5-21,13,Missing/Undefined,142,A,33.4501,-112.1763,
AZ,Phoenix,2014-5-21,13,Missing/Undefined,142,A,33.3849,-112.0812,
AZ,Phoenix,2014-5-21,13,Missing/Undefined,142,A,33.6531,-112.235,
AZ,Phoenix,2014-5-22,13,Missing/Undefined,143,A,33.6435,-112.0029,
AZ,Phoenix,2014-5-22,13,Missing/Undefined,143,A,33.6092,-112.3584,
