STATE,COUNTY_NAME,datetime,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,humidity
FL,Miami,2013-3-22,7,Arson,82,B,25.6,-80.399,
FL,Miami,2013-3-21,7,Arson,81,B,25.6006,-80.4006,
FL,Miami,2013-3-14,7,Arson,75,C,25.4354,-80.5308,
FL,Miami,2013-3-14,7,Arson,74,B,25.4782,-80.38,
FL,Miami,2013-2-25,7,Arson,56,B,25.6124,-80.5293,
FL,Miami,2013-2-21,7,Arson,52,B,25.49,-80.4736,
FL,Miami,2013-2-20,3,Smoking,51,B,25.5967,-80.4585,
FL,Miami,2013-2-14,7,Arson,45,B,25.5016,-80.4042,
FL,Jacksonville,2013-1-20,8,Children,21,B,30.2072,-81.7817,
FL,Jacksonville,2013-6-25,1,Lightning,179,B,30.5673,-81.6531,
FL,Jacksonville,2013-6-18,11,Powerline,170,B,30.4607,-81.7423,
FL,Jacksonville,2013-6-14,1,Lightning,166,C,30.2461,-81.494,
FL,Jacksonville,2013-4-1,5,Debris Burning,98,E,30.4691,-81.5029,
FL,Miami,2013-2-14,7,Arson,45,B,25.7006,-80.3121,
FL,Miami,2013-2-13,7,Arson,44,B,25.648,-80.5088,
FL,Miami,2013-2-10,7,Arson,41,B,25.4039,-80.5086,
FL,Miami,2013-2-10,7,Arson,41,B,25.5844,-80.4283,
FL,Miami,2013-2-9,2,Equipment Use,41,B,25.4332,-80.4863,
FL,Miami,2013-2-8,7,Arson,39,B,25.8941,-80.2852,
FL,Miami,2013-2-7,7,Arson,39,C,25.3893,-80.4279,
FL,Miami,2013-2-5,7,Arson,36,B,25.5581,-80.4082,
FL,Miami,2013-1-28,7,Arson,29,B,25.61,-80.4558,
FL,Miami,2013-1-28,7,Arson,28,B,25.6102,-80.4557,
FL,Miami,2013-1-27,7,Arson,28,C,25.559,-80.3871,
FL,Miami,2013-1-26,7,Arson,26,B,25.6043,-80.5168,
FL,Miami,2013-1-25,7,Arson,25,B,25.5584,-80.3971,
FL,Miami,2013-1-25,2,Equipment Use,25,B,25.2945,-80.4462,
FL,Miami,2013-1-25,2,Equipment Use,26,D,25.3978,-80.4709,
FL,Miami,2013-1-24,7,Arson,26,C,25.3818,-80.4134,
FL,Miami,2013-1-24,7,Arson,26,C,25.4113,-80.4156,
FL,Miami,2013-1-18,7,Arson,18,B,25.4554,-80.5,
FL,Miami,2013-1-16,7,Arson,16,B,25.5771,-80.4296,
FL,Miami,2013-1-16,7,Arson,16,C,25.4553,-80.4978,
FL,Miami,2013-1-14,7,Arson,14,C,25.556,-80.3986,
FL,Miami,2013-1-14,7,Arson,14,B,25.4609,-80.5019,
FL,Miami,2013-1-14,7,Arson,14,B,25.4405,-80.5442,
FL,Miami,2013-1-11,7,Arson,11,B,25.4553,-80.4993,
FL,Miami,2013-1-10,7,Arson,10,B,25.4917,-80.5275,
FL,Miami,2013-1-5,2,Equipment Use,5,B,25.554,-80.3726,
NC,Charlotte,2013-4-22,5,Debris Burning,113,B,36.02938333,-82.06936667,
NC,Charlotte,2013-4-6,5,Debris Burning,97,B,36.02161667,-82.1896,
NC,Charlotte,2013-4-25,6,Railroad,116,A,36.01586667,-82.20065,
NC,Charlotte,2013-4-25,5,Debris Burning,116,A,35.92921667,-82.05088333,
NC,Charlotte,2013-4-15,8,Children,106,A,35.8615,-82.10963333,
NC,Charlotte,2013-5-15,9,Miscellaneous,136,B,35.90663333,-82.10501667,
NC,Charlotte,2013-5-15,9,Miscellaneous,136,B,35.9049,-82.10706667,
NC,Charlotte,2013-5-15,9,Miscellaneous,136,B,35.90453333,-82.10966667,
TX,Houston,2013-2-25,5,Debris Burning,56,B,31.38426667,-95.50156667,
TX,Houston,2013-8-8,5,Debris Burning,221,C,31.27361117,-95.63388883,
TX,Houston,2013-8-10,10,Fireworks,225,B,31.37147383,-95.21968083,
TX,Dallas,2013-3-2,9,Miscellaneous,62,C,32.92408333,-96.53863333,
TX,Houston,2013-8-16,1,Lightning,229,C,31.20211667,-95.60588333,
TX,Houston,2013-6-22,5,Debris Burning,174,B,31.21,-95.2844,
TX,Houston,2013-8-2,5,Debris Burning,217,B,31.27196117,-95.4753055,
TX,Houston,2013-7-1,5,Debris Burning,183,B,31.34071667,-95.09691667,
TX,Houston,2013-8-5,9,Miscellaneous,218,B,31.34358333,-95.59513333,
TX,Houston,2013-7-2,5,Debris Burning,184,C,31.53659167,-95.50264717,
TX,Houston,2013-7-3,10,Fireworks,185,B,31.42783333,-95.62786667,
TX,Houston,2013-7-6,1,Lightning,188,B,30.976,-95.5768,
TX,Houston,2013-9-5,10,Fireworks,249,C,31.06661667,-95.52673333,
TX,Houston,2013-9-7,10,Fireworks,251,B,31.53804167,-95.21510833,
TX,Houston,2013-9-10,5,Debris Burning,254,C,31.17455,-95.65485,
FL,Jacksonville,2013-3-18,7,Arson,78,A,30.2622,-81.7821,
FL,Jacksonville,2013-3-17,6,Railroad,77,A,30.2117,-81.7057,
FL,Jacksonville,2013-3-12,7,Arson,72,A,30.2442,-81.8973,
FL,Jacksonville,2013-1-18,2,Equipment Use,18,B,30.2605,-81.881,
FL,Miami,2013-11-28,7,Arson,333,A,25.5098,-80.3889,
FL,Miami,2013-9-24,7,Arson,268,B,25.5508,-80.3728,
FL,Miami,2013-9-24,7,Arson,268,A,25.5508,-80.3669,
FL,Miami,2013-2-23,7,Arson,54,A,25.5697,-80.4087,
FL,Miami,2013-2-5,4,Campfire,36,A,25.9037,-80.1426,
FL,Miami,2013-1-25,7,Arson,25,A,25.5617,-80.4071,
FL,Miami,2013-1-18,7,Arson,18,A,25.4557,-80.4986,
AZ,Phoenix,2013-1-23,9,Miscellaneous,24,C,32.9907,-112.7074,
AZ,Phoenix,2013-4-22,9,Miscellaneous,115,C,33.3559,-112.5818,
AZ,Phoenix,2013-4-23,9,Miscellaneous,116,B,33.3834,-112.3615,
AZ,Phoenix,2013-5-14,9,Miscellaneous,136,A,33.7208,-112.4716,
AZ,Phoenix,2013-5-30,9,Miscellaneous,151,A,33.8621,-112.1993,
AZ,Phoenix,2013-6-2,9,Miscellaneous,154,A,33.0378,-112.3338,
AZ,Phoenix,2013-6-5,9,Miscellaneous,157,A,33.1551,-112.6497,
AZ,Phoenix,2013-6-22,9,Miscellaneous,174,B,34.0008,-112.1339,
AZ,Phoenix,2013-6-27,9,Miscellaneous,179,A,32.921,-112.8788,
AZ,Phoenix,2013-9-27,9,Miscellaneous,272,B,33.3922,-112.3221,
AZ,Phoenix,2013-10-7,9,Miscellaneous,281,B,33.3519,-112.7254,
AZ,Phoenix,2013-11-20,9,Miscellaneous,325,A,33.3844,-112.3134,
AZ,Phoenix,2013-12-10,9,Miscellaneous,,A,33.8695,-112.1438,
TX,San Antonio,2013-2-19,9,Miscellaneous,,B,29.52,-98.247778,
TX,San Antonio,2013-2-25,9,Miscellaneous,,D,29.154871,-98.499352,
TX,Houston,2013-2-22,9,Miscellaneous,,B,31.382438,-95.410767,
TX,San Antonio,2013-2-25,9,Miscellaneous,,C,29.161204,-98.526219,
TX,San Antonio,2013-7-22,9,Miscellaneous,,B,29.475182,-98.267516,
TX,San Antonio,2013-7-11,9,Miscellaneous,,B,29.550372,-98.274711,
TX,Dallas,2013-7-4,9,Miscellaneous,,B,32.5897364,-96.9088416,
TX,Dallas,2013-7-3,9,Miscellaneous,,B,32.570271,-96.99951,
TX,Dallas,2013-7-3,9,Miscellaneous,,B,32.5897404,-96.9121228,
TX,Dallas,2013-6-9,9,Miscellaneous,,B,32.5897364,-96.9088416,
TX,Dallas,2013-7-8,9,Miscellaneous,,A,32.604327,-96.9083788,
TX,San Antonio,2013-5-22,9,Miscellaneous,,B,29.600535,-98.31251,
TX,Houston,2013-6-25,9,Miscellaneous,,B,31.394631,-95.4760051,
TX,Houston,2013-7-8,9,Miscellaneous,,A,31.327439,-95.437224,
TX,Houston,2013-7-8,9,Miscellaneous,,A,31.245044,-95.478165,
TX,Dallas,2013-12-24,9,Miscellaneous,,B,32.56606221,-96.9407844,
TX,Houston,2013-10-24,9,Miscellaneous,,B,31.278447,-95.403814,
TX,San Antonio,2013-3-4,9,Miscellaneous,,B,29.491252,-98.621494,
TX,Dallas,2013-12-11,9,Miscellaneous,,B,32.59484767,-96.9422221,
TX,Houston,2013-7-3,1,Lightning,,B,31.428382,-95.624142,
TX,Houston,2013-6-21,1,Lightning,,B,31.3066761,-95.4418489,
TX,Houston,2013-6-20,1,Lightning,,A,31.2964961,-95.461953,
TX,Dallas,2013-4-12,4,Campfire,,B,32.5897364,-96.9088416,
TX,San Antonio,2013-1-17,2,Equipment Use,,B,29.204619,-98.659973,
TX,San Antonio,2013-8-15,2,Equipment Use,,B,29.2341824,-98.2999787,
TX,San Antonio,2013-5-3,2,Equipment Use,,B,29.500987,-98.231772,
TX,San Antonio,2013-3-24,2,Equipment Use,,B,29.497532,-98.234518,
TX,San Antonio,2013-8-6,2,Equipment Use,,B,29.50788,-98.20457,
TX,San Antonio,2013-3-26,2,Equipment Use,,B,29.487256,-98.226603,
TX,San Antonio,2013-9-9,2,Equipment Use,,C,29.452299,-98.278624,
TX,San Antonio,2013-9-8,2,Equipment Use,,C,29.452299,-98.278624,
TX,San Antonio,2013-9-2,2,Equipment Use,,B,29.475762,-98.254089,
TX,Houston,2013-7-8,2,Equipment Use,,B,31.2276046,-95.5007372,
TX,Houston,2013-11-17,2,Equipment Use,,B,31.3907801,-95.47592529,
TX,Houston,2013-7-1,5,Debris Burning,,B,31.413616,-95.604814,
TX,Houston,2013-3-5,5,Debris Burning,,C,31.410425,-95.445442,
TX,Houston,2013-3-12,5,Debris Burning,,B,31.544747,-95.527153,
TX,Houston,2013-7-8,5,Debris Burning,,B,31.4120786,-95.4320707,
TX,Houston,2013-4-13,5,Debris Burning,,B,31.297099,-95.429161,
TX,Houston,2013-5-6,5,Debris Burning,,B,31.373863,-95.5066302,
TX,Houston,2013-6-30,5,Debris Burning,,B,31.3466,-95.105038,
TX,Houston,2013-3-7,5,Debris Burning,,B,31.579084,-95.366027,
TX,Houston,2013-7-31,5,Debris Burning,,B,31.565741,-95.480676,
TX,Houston,2013-8-11,5,Debris Burning,,B,31.582349,-95.331631,
TX,Houston,2013-2-3,5,Debris Burning,,B,31.409729,-95.393343,
TX,San Antonio,2013-8-12,5,Debris Burning,,B,29.3680489,-98.2563898,
TX,Houston,2013-7-28,5,Debris Burning,,B,31.263615,-95.647428,
TX,Houston,2013-7-30,5,Debris Burning,,A,31.337162,-95.420874,
TX,Houston,2013-12-27,5,Debris Burning,,B,31.3946217,-95.47561339,
TX,Houston,2013-11-17,5,Debris Burning,,B,31.39086039,-95.5236152,
TX,Houston,2013-9-24,5,Debris Burning,,B,31.15575,-95.37317,
TX,Houston,2013-9-25,5,Debris Burning,,B,31.394631,-95.4760051,
TX,Houston,2013-9-26,5,Debris Burning,,B,31.548722,-95.398275,
TX,Houston,2013-9-23,5,Debris Burning,,B,31.546726,-95.470281,
TX,Houston,2013-4-11,5,Debris Burning,,A,31.3432935,-95.40993379,
TX,Houston,2013-6-30,5,Debris Burning,,C,31.3573413,-95.1252109,
TX,Houston,2013-6-22,5,Debris Burning,,B,31.2914301,-95.46377769,
TX,Houston,2013-4-16,5,Debris Burning,,A,31.32611,-95.4152819,
TX,Houston,2013-7-1,5,Debris Burning,,B,30.93803429,-95.93309239,
TX,Houston,2013-2-20,5,Debris Burning,,A,31.2558452,-95.56861989,
TX,Houston,2013-2-6,5,Debris Burning,,A,31.3304705,-95.50213789,
TX,Houston,2013-1-31,5,Debris Burning,,B,31.2970749,-95.50297289,
TX,Houston,2013-10-2,5,Debris Burning,,C,31.3151124,-95.43672939,
TX,Houston,2013-9-7,5,Debris Burning,,A,31.1999254,-95.5187859,
TX,Houston,2013-8-5,5,Debris Burning,,C,31.1955621,-95.42926039,
AZ,Phoenix,2014-5-9,8,Children,130,C,33.81638889,-111.6472222,
AZ,Phoenix,2014-6-10,9,Miscellaneous,162,C,33.76138889,-111.6663889,
AZ,Phoenix,2014-4-7,9,Miscellaneous,98,A,33.64,-111.5430556,
AZ,Phoenix,2014-2-17,4,Campfire,48,B,33.555,-111.5430556,
AZ,Phoenix,2014-3-14,9,Miscellaneous,74,A,33.86944444,-111.4658333,
AZ,Phoenix,2014-6-15,9,Miscellaneous,167,A,33.62472222,-111.5586111,
AZ,Phoenix,2014-6-24,4,Campfire,176,A,33.54722222,-111.6577778,
AZ,Phoenix,2014-6-30,9,Miscellaneous,182,B,33.73416667,-111.5066667,
AZ,Phoenix,2014-6-17,9,Miscellaneous,170,A,33.90555556,-111.4502778,
AZ,Phoenix,2014-6-17,9,Miscellaneous,169,B,33.84111111,-111.4672222,
AZ,Phoenix,2014-6-27,4,Campfire,179,A,33.54722222,-111.6455556,
AZ,Phoenix,2014-7-5,9,Miscellaneous,187,A,33.78861111,-111.4944444,
AZ,Phoenix,2014-7-5,9,Miscellaneous,187,A,33.855,-111.4719444,
AZ,Phoenix,2014-7-27,9,Miscellaneous,209,A,33.70083333,-111.5027778,
AZ,Phoenix,2014-8-8,9,Miscellaneous,221,B,33.67416667,-111.5002778,
AZ,Phoenix,2014-8-29,9,Miscellaneous,242,B,33.82805556,-111.4725,
AZ,Phoenix,2014-5-16,9,Miscellaneous,137,A,33.74916667,-111.6663889,
TX,Houston,2014-5-3,5,Debris Burning,127,B,31.46361111,-95.15888889,
AZ,Phoenix,2014-7-12,1,Lightning,195,C,33.94833333,-111.8963889,
AZ,Phoenix,2014-7-13,1,Lightning,198,B,33.98305556,-111.9330556,
AZ,Phoenix,2014-8-10,1,Lightning,228,C,33.98444444,-111.955,
AZ,Phoenix,2014-2-16,4,Campfire,47,A,33.66666667,-111.5725,
AZ,Phoenix,2014-3-24,4,Campfire,85,A,33.54666667,-111.5713889,
AZ,Phoenix,2014-2-1,4,Campfire,32,A,33.85333333,-111.4458333,
AZ,Phoenix,2014-4-11,9,Miscellaneous,102,A,33.64777778,-111.5588889,
AZ,Phoenix,2014-4-18,4,Campfire,109,A,33.54916667,-111.6422222,
AZ,Phoenix,2014-5-13,9,Miscellaneous,134,A,33.84166667,-111.4683333,
AZ,Phoenix,2014-5-19,4,Campfire,140,A,33.68194444,-111.4577778,
AZ,Phoenix,2014-5-26,9,Miscellaneous,148,C,33.72472222,-111.5116667,
AZ,Phoenix,2014-5-30,9,Miscellaneous,152,C,33.70138889,-111.4916667,
AZ,Phoenix,2014-5-25,9,Miscellaneous,146,B,33.64444444,-111.5725,
AZ,Phoenix,2014-6-27,7,Arson,180,A,33.64861111,-111.5461111,
AZ,Phoenix,2014-7-11,9,Miscellaneous,193,A,33.52833333,-111.32,
AZ,Phoenix,2014-7-5,4,Campfire,187,A,33.66666667,-111.4733333,
AZ,Phoenix,2014-7-26,1,Lightning,228,B,33.56361111,-111.3080556,
AZ,Phoenix,2014-8-1,9,Miscellaneous,214,B,33.67444444,-111.4641667,
AZ,Phoenix,2014-8-22,4,Campfire,235,A,33.92027778,-111.4163889,
AZ,Phoenix,2014-11-27,9,Miscellaneous,332,A,33.68,-111.5125,
AZ,Phoenix,2014-12-5,4,Campfire,340,A,33.665,-111.5683333,
NC,Charlotte,2014-2-25,2,Equipment Use,56,A,36.07333333,-82.34972222,
NC,Charlotte,2014-3-20,5,Debris Burning,80,B,36.09638889,-82.33861111,
NC,Charlotte,2014-11-10,9,Miscellaneous,315,C,36.13777778,-82.22166667,
NC,Charlotte,2014-11-2,5,Debris Burning,307,C,35.90111111,-81.99222222,
IN,Indianapolis,2014-3-23,5,Debris Burning,83,B,39.02888889,-86.16694444,
IN,Indianapolis,2014-3-21,5,Debris Burning,81,B,38.90944444,-86.1525,
IN,Indianapolis,2014-3-21,7,Arson,81,B,38.93166667,-86.145,
MN,Minneapolis,2014-4-21,7,Arson,112,B,44.8448,-93.2291,
MN,Minneapolis,2014-5-4,4,Campfire,125,B,44.8012,-93.2879,
MN,Minneapolis,2014-7-13,4,Campfire,,A,44.84262,-93.2358,
AZ,Phoenix,2014-4-26,2,Equipment Use,117,A,34.0003,-112.1386,
AZ,Phoenix,2014-5-3,7,Arson,124,A,33.9828,-112.1564,
AZ,Phoenix,2014-5-3,7,Arson,124,A,33.165,-112.1658,
AZ,Phoenix,2014-5-26,2,Equipment Use,147,A,33.993126,-112.134007,
AZ,Phoenix,2014-5-19,2,Equipment Use,143,E,34.222054,-112.110595,
AZ,Phoenix,2014-7-3,1,Lightning,186,A,34.2503,-112.05,
AZ,Phoenix,2014-6-25,9,Miscellaneous,178,A,32.8706,-113.1442,
AZ,Phoenix,2014-7-11,9,Miscellaneous,193,A,32.9003,-112.5336,
AZ,Phoenix,2014-7-20,7,Arson,205,C,32.9839,-112.75,
AZ,Phoenix,2014-6-28,13,Missing/Undefined,180,B,34.0164,-112.1497,
NY,New York,2014-3-1,1,Lightning,84,A,40.8063,-73.938,
FL,Miami,2014-5-2,1,Lightning,123,B,25.7642,-80.4187,
FL,Miami,2014-5-16,1,Lightning,137,D,25.3965,-80.4681,
FL,Jacksonville,2014-5-26,1,Lightning,147,B,30.2108,-81.565,
FL,Jacksonville,2014-5-29,1,Lightning,150,B,30.1991,-81.7006,
FL,Jacksonville,2014-6-2,1,Lightning,155,B,30.4931,-81.5042,
FL,Jacksonville,2014-6-5,1,Lightning,157,C,30.1895,-82.0348,
FL,Jacksonville,2014-6-7,1,Lightning,160,B,30.1912,-81.441,
WA,Seattle,2014-6-2,1,Lightning,169,E,47.9632,-119.6866,
FL,Miami,2014-6-12,1,Lightning,169,B,25.4781,-80.3594,
FL,Miami,2014-6-19,1,Lightning,172,D,25.8342,-80.4832,
FL,Jacksonville,2014-6-23,1,Lightning,175,B,30.1147,-81.4528,
FL,Jacksonville,2014-7-2,1,Lightning,184,B,30.29,-81.4939,
FL,Jacksonville,2014-7-4,1,Lightning,186,B,30.1181,-81.4869,
FL,Jacksonville,2014-7-24,1,Lightning,206,A,30.2577,-81.8854,
FL,Miami,2014-7-26,1,Lightning,208,C,25.6235,-80.5296,
FL,Jacksonville,2014-8-6,1,Lightning,219,B,30.2672,-82.0491,
FL,Jacksonville,2014-8-7,1,Lightning,220,B,30.2285,-82.0063,
FL,Miami,2014-8-6,1,Lightning,220,B,25.758,-80.4635,
FL,Miami,2014-8-23,1,Lightning,239,C,25.4931,-80.355,
FL,Jacksonville,2014-9-1,1,Lightning,245,B,30.4522,-81.499,
NY,New York,2014-8-24,1,Lightning,294,A,40.7163,-73.9857,
TX,San Antonio,2014-5-22,11,Powerline,,B,29.152864,-98.507882,
TX,Dallas,2014-1-2,11,Powerline,,A,32.757755,-96.81376699,
TX,Dallas,2014-1-5,11,Powerline,,A,32.77386,-96.749217,
TX,Dallas,2014-1-7,11,Powerline,,A,32.690517,-96.575179,
TX,Dallas,2014-1-7,11,Powerline,,A,32.865347,-96.697483,
TX,Dallas,2014-1-11,11,Powerline,,A,32.889842,-96.736796,
TX,Houston,2014-4-2,11,Powerline,,B,31.3767812,-95.6228605,
TX,Houston,2014-7-1,11,Powerline,,A,31.246477,-95.56738,
TX,Houston,2014-7-2,11,Powerline,,A,31.3014284,-95.4658168,
TX,Houston,2014-2-21,11,Powerline,,A,31.399082,-95.475483,
FL,Jacksonville,2014-3-15,12,Structure,75,B,30.2352,-81.924,
TX,Houston,2014-1-17,2,Equipment Use,17,B,31.02028333,-95.49528333,
FL,Miami,2014-2-6,2,Equipment Use,38,C,25.3815,-80.5169,
FL,Miami,2014-3-8,2,Equipment Use,68,B,25.4785,-80.5585,
MO,Saint Louis,2014-3-19,2,Equipment Use,79,B,38.5025,-90.618889,
FL,Miami,2014-3-29,2,Equipment Use,89,B,25.53,-80.3724,
PA,Pittsburgh,2014-3-31,2,Equipment Use,91,C,40.42389,-80.11639,
NY,New York,2014-8-28,2,Equipment Use,,A,40.7817,-73.9506,
PA,Pittsburgh,2014-4-11,2,Equipment Use,102,A,40.61778,-79.75444,
NY,New York,2014-4-12,2,Equipment Use,103,A,40.8399,-73.9406,
NY,New York,2014-3-21,2,Equipment Use,108,A,40.7163,-73.9857,
FL,Miami,2014-5-8,2,Equipment Use,129,A,25.5472,-80.4009,
FL,Miami,2014-5-22,2,Equipment Use,143,B,25.9504,-80.4312,
FL,Miami,2014-5-23,2,Equipment Use,144,B,25.5553,-80.3886,
NY,New York,2014-8-28,2,Equipment Use,,A,40.7163,-73.9857,
TX,Houston,2014-9-24,2,Equipment Use,268,B,31.21401667,-95.54506667,
TX,San Antonio,2014-2-20,2,Equipment Use,,C,29.4771176,-98.25392,
TX,Dallas,2014-1-2,2,Equipment Use,,A,32.8609106,-96.8639913,
TX,Dallas,2014-1-2,2,Equipment Use,,A,32.8944814,-96.712702,
TX,Dallas,2014-1-4,2,Equipment Use,,B,32.818266,-96.695909,
TX,Dallas,2014-1-5,2,Equipment Use,,B,32.894493,-96.7109825,
TX,Dallas,2014-1-6,2,Equipment Use,,A,32.670459,-96.940834,
TX,Dallas,2014-1-7,2,Equipment Use,,A,32.8125632,-96.722645,
TX,Dallas,2014-1-7,2,Equipment Use,,A,32.670688,-96.618251,
TX,Dallas,2014-1-8,2,Equipment Use,,A,32.822708,-96.876887,
TX,Dallas,2014-1-11,2,Equipment Use,,A,32.8851155,-96.700496,
TX,Dallas,2014-1-11,2,Equipment Use,,A,32.719593,-96.917002,
TX,Dallas,2014-1-12,2,Equipment Use,,B,32.669249,-96.52299,
TX,Dallas,2014-1-12,2,Equipment Use,,A,32.7710467,-96.88916,
TX,Dallas,2014-1-12,2,Equipment Use,,A,32.6804565,-96.622551,
TX,Dallas,2014-1-14,2,Equipment Use,,A,32.669249,-96.952299,
TX,Dallas,2014-1-14,2,Equipment Use,,A,32.876678,-96.7445462,
TX,Dallas,2014-10-2,2,Equipment Use,,A,32.6872016,-96.9396808,
TX,Dallas,2014-10-6,2,Equipment Use,,A,32.6788149,-96.85563,
TX,Dallas,2014-10-12,2,Equipment Use,,A,32.8986284,-96.7009254,
TX,Dallas,2014-10-26,2,Equipment Use,,B,32.704537,-96.900623,
TX,Dallas,2014-10-29,2,Equipment Use,,A,32.7850948,-96.7961953,
TX,Dallas,2014-10-31,2,Equipment Use,,A,32.7747435,-96.7994729,
TX,Dallas,2014-10-31,2,Equipment Use,,A,32.8594408,-96.8807476,
TX,Dallas,2014-10-31,2,Equipment Use,,A,32.9091901,-96.7128667,
TX,Dallas,2014-11-2,2,Equipment Use,,A,32.8370245,-96.6474169,
TX,Dallas,2014-11-8,2,Equipment Use,,A,32.8671897,-96.8958106,
TX,Dallas,2014-11-22,2,Equipment Use,,A,32.662693,-96.9524877,
TX,Dallas,2014-11-23,2,Equipment Use,,A,32.7809851,-96.843837,
TX,Dallas,2014-11-27,2,Equipment Use,,A,32.8878153,-96.9138679,
TX,Dallas,2014-12-7,2,Equipment Use,,A,32.8101887,-96.81960349,
TX,Dallas,2014-12-11,2,Equipment Use,,A,32.704871,-96.7253887,
TX,Dallas,2014-12-12,2,Equipment Use,,A,32.9229927,-96.871715,
TX,Dallas,2014-12-23,2,Equipment Use,,A,32.7463782,-96.8119123,
TX,Dallas,2014-12-23,2,Equipment Use,,A,32.9229927,-96.8717159,
TX,Dallas,2014-12-29,2,Equipment Use,,A,32.780411,-96.7957609,
TX,Dallas,2014-12-29,2,Equipment Use,,A,32.782656,-96.790795,
TX,Dallas,2014-12-30,2,Equipment Use,,A,32.6878577,-96.82455349,
TX,Houston,2014-3-11,2,Equipment Use,,B,31.3182359,-95.4566135,
TX,Houston,2014-1-4,2,Equipment Use,,C,31.4947,-95.1727,
TX,Houston,2014-2-13,2,Equipment Use,,B,31.5251,-95.1437,
NY,New York,2014-5-6,3,Smoking,,A,40.8203,-73.9596,
NY,New York,2014-7-30,3,Smoking,,A,40.8442,-73.9338,
NY,New York,2014-3-21,3,Smoking,150,A,40.8404,-73.9353,
NY,New York,2014-4-20,3,Smoking,153,A,40.8688,-73.9217,
NY,New York,2014-8-15,3,Smoking,,A,40.8581,-73.9292,
NY,New York,2014-7-11,3,Smoking,353,A,40.7994,-73.9553,
TX,San Antonio,2014-1-3,3,Smoking,,B,29.49823,-98.798488,
TX,Dallas,2014-1-2,3,Smoking,,A,32.79094,-96.750725,
TX,Dallas,2014-1-3,3,Smoking,,A,32.863976,-96.744389,
TX,Dallas,2014-1-3,3,Smoking,,A,32.7550575,-96.835494,
TX,Dallas,2014-1-3,3,Smoking,,A,32.7859622,-96.86909,
TX,Dallas,2014-1-4,3,Smoking,,A,32.810509,-96.835474,
TX,Dallas,2014-1-7,3,Smoking,,A,32.8420227,-96.7697883,
TX,Dallas,2014-1-8,3,Smoking,,B,32.693929,-96.641578,
TX,Dallas,2014-1-11,3,Smoking,,A,32.6557784,-96.84582,
TX,Dallas,2014-1-12,3,Smoking,,A,32.8359189,-96.854688,
TX,Dallas,2014-1-12,3,Smoking,,A,32.6959468,-96.825432,
PA,Pittsburgh,2014-3-22,4,Campfire,82,B,40.64009,-79.76728,
FL,Miami,2014-5-11,4,Campfire,134,B,25.5703,-80.3211,
TX,San Antonio,2014-2-21,4,Campfire,,A,29.409881,-98.73768,
TX,Dallas,2014-1-3,4,Campfire,,A,32.6872711,-96.6278146,
TX,Dallas,2014-1-3,4,Campfire,,A,32.675592,-96.82789,
TX,Dallas,2014-1-4,4,Campfire,,B,32.80345,-96.879722,
TX,Dallas,2014-1-12,4,Campfire,,A,32.819961,-96.66758,
TX,Dallas,2014-11-8,4,Campfire,,A,32.713772,-96.834789,
TX,Dallas,2014-11-12,4,Campfire,,B,32.8943859,-96.7309288,
TX,Dallas,2014-11-18,4,Campfire,,A,32.7086991,-96.65447449,
TX,Dallas,2014-11-21,4,Campfire,,A,32.8507382,-96.8846214,
MO,Saint Louis,2014-1-1,5,Debris Burning,1,B,38.523786,-90.627986,
TX,Houston,2014-1-7,5,Debris Burning,7,B,31.42945,-95.40111667,
MO,Kansas City,2014-1-26,5,Debris Burning,26,D,39.518339,-95.039163,
FL,Miami,2014-2-25,5,Debris Burning,56,A,25.5518,-80.527,
AZ,Phoenix,2014-2-27,5,Debris Burning,58,A,33.7474,-112.5722,
MO,Saint Louis,2014-2-28,5,Debris Burning,59,B,38.491944,-90.317917,
NC,Charlotte,2014-3-10,5,Debris Burning,70,A,35.91376666,-82.07706666,
NC,Charlotte,2014-3-10,5,Debris Burning,70,B,35.92818333,-82.0365,
MO,Saint Louis,2014-3-13,5,Debris Burning,73,B,38.520578,-90.606111,
MO,Saint Louis,2014-3-16,5,Debris Burning,76,B,38.548056,-90.650833,
NC,Charlotte,2014-3-19,5,Debris Burning,79,B,35.95536666,-82.14668333,
MO,Saint Louis,2014-3-20,5,Debris Burning,80,B,38.534722,-90.6,
NC,Charlotte,2014-3-20,5,Debris Burning,80,B,36.0888,-82.21015,
MO,Saint Louis,2014-3-29,5,Debris Burning,89,B,38.505,-90.642403,
TX,Houston,2014-3-30,5,Debris Burning,90,B,31.40668333,-95.49223333,
MO,Saint Louis,2014-3-31,5,Debris Burning,91,B,38.505833,-90.566944,
PA,Pittsburgh,2014-4-5,5,Debris Burning,96,B,40.36861,-80.19,
PA,Pittsburgh,2014-4-9,5,Debris Burning,100,B,40.66889,-80.12333,
PA,Pittsburgh,2014-4-19,5,Debris Burning,110,B,40.65288,-79.83462,
FL,Miami,2014-4-27,5,Debris Burning,118,B,25.6302,-80.5106,
TX,Houston,2014-5-3,5,Debris Burning,125,C,31.09083333,-95.595,
MO,Saint Louis,2014-5-5,5,Debris Burning,126,B,38.521944,-90.63,
PA,Pittsburgh,2014-5-5,5,Debris Burning,126,B,40.39333,-80.08333,
NY,New York,2014-8-17,5,Debris Burning,,A,40.7762,-73.9761,
